Selection,View,Channel,Begin File_x,Begin Time (s),End Time (s),Low Freq (Hz)_x,High Freq (Hz)_x,Species Code,Common Name,Confidence,birdnetfile,site,bins,realID,reviewer_1,reviewer_2,ID,sample_id,Low Freq (Hz)_y,High Freq (Hz)_y,File Offset (s),Delta Time (s),Annotation,label
6512,Spectrogram 1,1,20230523_000000.WAV,18702,18705,0,15000,t-11113588,American Bullfrog,0.3597,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1870218705BD-31209B,Ann,Amy,283,t-11113588_283,0,2627.3,0.0284,2.9244,BULLFROG,1
3648,Spectrogram 1,1,20230524_000000.WAV,13554,13557,0,15000,t-11113588,American Bullfrog,0.3612,20230524_000000.BirdNET.selection.table.txt,BD-31209B,2,20230524_000000.WAV1355413557BD-31209B,Rohit,Ethan,284,t-11113588_284,0,2866.6,0.6335,0.7822,BULLFROG,1
3648,Spectrogram 1,1,20230524_000000.WAV,13554,13557,0,15000,t-11113588,American Bullfrog,0.3612,20230524_000000.BirdNET.selection.table.txt,BD-31209B,2,20230524_000000.WAV1355413557BD-31209B,Rohit,Ethan,284,t-11113588_284,0,2465.3,2.0991,0.6294,BULLFROG,1
6359,Spectrogram 1,1,20230523_000000.WAV,18303,18306,0,15000,t-11113588,American Bullfrog,0.2959,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1830318306BD-31209B,Camille,Ethan,285,t-11113588_285,0,2074.1,0.0257,2.9482,BULLFROG,1
6251,Spectrogram 1,1,20230523_000000.WAV,18027,18030,0,15000,t-11113588,American Bullfrog,0.2621,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1802718030BD-31209B,Diana,Amy,286,t-11113588_286,0,2568.9,0.0546,2.9059,BULLFROG,1
5067,Spectrogram 1,1,20230521_000000.WAV,21513,21516,0,15000,t-11113588,American Bullfrog,0.2237,20230521_000000.BirdNET.selection.table.txt,BD-31209B,2,20230521_000000.WAV2151321516BD-31209B,Ethan,Diana,287,t-11113588_287,0,2644.068,0.0279,2.6087,BULLFROG,1
2866,Spectrogram 1,1,20230522_000000.WAV,18234,18237,0,15000,t-11113588,American Bullfrog,0.3365,20230522_000000.BirdNET.selection.table.txt,BD-31209B,2,20230522_000000.WAV1823418237BD-31209B,Amy,Ann,288,t-11113588_288,0,2511.1,0.0936,2.865,BULLFROG,1
49,Spectrogram 1,1,20230527_200000.WAV,147,150,0,15000,t-11113588,American Bullfrog,0.2578,20230527_200000.BirdNET.selection.table.txt,BD-31209B,2,20230527_200000.WAV147150BD-31209B,Ann,Camille,289,t-11113588_289,0,2325.6,0.0251,2.9108,BULLFROG,1
2118,Spectrogram 1,1,20230523_200000.WAV,9696,9699,0,15000,t-11113588,American Bullfrog,0.1021,20230523_200000.BirdNET.selection.table.txt,BD-30175A,1,20230523_200000.WAV96969699BD-30175A,Ethan,Rohit,29,t-11113588_29,,,,,,0
2037,Spectrogram 1,1,20230524_000000.WAV,8202,8205,0,15000,t-11113588,American Bullfrog,0.2159,20230524_000000.BirdNET.selection.table.txt,BD-31209B,2,20230524_000000.WAV82028205BD-31209B,Rohit,Ann,290,t-11113588_290,99,1861.4,0.0996,2.8357,BULLFROG,1
5373,Spectrogram 1,1,20230523_000000.WAV,16263,16266,0,15000,t-11113588,American Bullfrog,0.3871,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1626316266BD-31209B,Camille,Rohit,291,t-11113588_291,0,2304.6,0.0393,2.8232,BULLFROG,1
1799,Spectrogram 1,1,20230522_000000.WAV,14142,14145,0,15000,t-11113588,American Bullfrog,0.2376,20230522_000000.BirdNET.selection.table.txt,BD-31209B,2,20230522_000000.WAV1414214145BD-31209B,Diana,Camille,292,t-11113588_292,93,2325.6,0.0414,2.9108,BULLFROG,1
2776,Spectrogram 1,1,20230521_000000.WAV,13710,13713,0,15000,t-11113588,American Bullfrog,0.2011,20230521_000000.BirdNET.selection.table.txt,BD-31209B,2,20230521_000000.WAV1371013713BD-31209B,Ethan,Rohit,293,t-11113588_293,0,2121.065,0.0233,2.9505,BULLFROG,1
2478,Spectrogram 1,1,20230522_000000.WAV,16863,16866,0,15000,t-11113588,American Bullfrog,0.3072,20230522_000000.BirdNET.selection.table.txt,BD-31209B,2,20230522_000000.WAV1686316866BD-31209B,Amy,Camille,294,t-11113588_294,124,2449.6,0.0604,2.9108,BULLFROG,1
4698,Spectrogram 1,1,20230523_000000.WAV,14451,14454,0,15000,t-11113588,American Bullfrog,0.2741,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1445114454BD-31209B,Ann,Rohit,295,t-11113588_295,59.6,2344.4,0.0594,2.885,BULLFROG,1
4722,Spectrogram 1,1,20230523_000000.WAV,14517,14520,0,15000,t-11113588,American Bullfrog,0.2693,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1451714520BD-31209B,Rohit,Ethan,296,t-11113588_296,0,2637.3,0.4318,0.6653,BULLFROG,1
4722,Spectrogram 1,1,20230523_000000.WAV,14517,14520,0,15000,t-11113588,American Bullfrog,0.2693,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1451714520BD-31209B,Rohit,Ethan,296,t-11113588_296,0,2637.3,1.9423,0.989,BULLFROG,1
4681,Spectrogram 1,1,20230523_000000.WAV,14415,14418,0,15000,t-11113588,American Bullfrog,0.3416,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1441514418BD-31209B,Camille,Rohit,297,t-11113588_297,310.1,2666.7,0.0904,2.8658,BULLFROG,1
6371,Spectrogram 1,1,20230523_000000.WAV,18330,18333,0,15000,t-11113588,American Bullfrog,0.2872,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1833018333BD-31209B,Diana,Camille,298,t-11113588_298,93,2480.6,0.0339,2.9206,BULLFROG,1
5849,Spectrogram 1,1,20230523_000000.WAV,17277,17280,0,15000,t-11113588,American Bullfrog,0.2628,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1727717280BD-31209B,Ethan,Amy,299,t-11113588_299,0,2150.121,0.0209,2.9562,BULLFROG,1
2693,Spectrogram 1,1,20230521_200000.WAV,7956,7959,0,15000,t-11113588,American Bullfrog,0.1416,20230521_200000.BirdNET.selection.table.txt,BD-29267A,1,20230521_200000.WAV79567959BD-29267A,Camille,Rohit,3,t-11113588_3,,,,,,0
2465,Spectrogram 1,1,20230523_200000.WAV,11235,11238,0,15000,t-11113588,American Bullfrog,0.1515,20230523_200000.BirdNET.selection.table.txt,BD-30175A,1,20230523_200000.WAV1123511238BD-30175A,Amy,Ethan,30,t-11113588_30,,,,,,0
2345,Spectrogram 1,1,20230521_000000.WAV,12300,12303,0,15000,t-11113588,American Bullfrog,0.3764,20230521_000000.BirdNET.selection.table.txt,BD-31209B,2,20230521_000000.WAV1230012303BD-31209B,Amy,Ethan,300,t-11113588_300,0,2783.1,0.066,2.865,BULLFROG,1
1123,Spectrogram 1,1,20230522_000000.WAV,11124,11127,0,15000,t-11113588,American Bullfrog,0.23,20230522_000000.BirdNET.selection.table.txt,BD-31209B,2,20230522_000000.WAV1112411127BD-31209B,Ann,Diana,301,t-11113588_301,119.2,2145.7,0.0764,2.8473,BULLFROG,1
2353,Spectrogram 1,1,20230522_000000.WAV,16404,16407,0,15000,t-11113588,American Bullfrog,0.376,20230522_000000.BirdNET.selection.table.txt,BD-31209B,2,20230522_000000.WAV1640416407BD-31209B,Rohit,Camille,302,t-11113588_302,124,2418.6,0.0332,2.9304,BULLFROG,1
5310,Spectrogram 1,1,20230523_000000.WAV,16122,16125,0,15000,t-11113588,American Bullfrog,0.24,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1612216125BD-31209B,Camille,Amy,303,t-11113588_303,0,2568.9,0.0885,2.8411,BULLFROG,1
3113,Spectrogram 1,1,20230522_000000.WAV,19302,19305,0,15000,t-11113588,American Bullfrog,0.2374,20230522_000000.BirdNET.selection.table.txt,BD-31209B,2,20230522_000000.WAV1930219305BD-31209B,Diana,Ethan,304,t-11113588_304,0,2185.2,0.0221,2.9539,BULLFROG,1
3938,Spectrogram 1,1,20230523_000000.WAV,11997,12000,0,15000,t-11113588,American Bullfrog,0.2166,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1199712000BD-31209B,Ethan,Rohit,305,t-11113588_305,0,2382.567,0.0432,2.9334,BULLFROG,1
4128,Spectrogram 1,1,20230523_000000.WAV,12600,12603,0,15000,t-11113588,American Bullfrog,0.2476,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1260012603BD-31209B,Amy,Ann,306,t-11113588_306,0,2197.2,0.0762,2.865,BULLFROG,1
7206,Spectrogram 1,1,20230523_000000.WAV,20652,20655,0,15000,t-11113588,American Bullfrog,0.2708,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV2065220655BD-31209B,Ann,Ethan,307,t-11113588_307,0,2314.8,0.0501,2.9254,BULLFROG,1
5386,Spectrogram 1,1,20230523_000000.WAV,16290,16293,0,15000,t-11113588,American Bullfrog,0.3579,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1629016293BD-31209B,Rohit,Ann,308,t-11113588_308,0,2637.3,0.0827,0.7193,BULLFROG,1
5386,Spectrogram 1,1,20230523_000000.WAV,16290,16293,0,15000,t-11113588,American Bullfrog,0.3579,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1629016293BD-31209B,Rohit,Ann,308,t-11113588_308,0,2866.6,1.5662,0.8182,BULLFROG,1
3622,Spectrogram 1,1,20230523_000000.WAV,10851,10854,0,15000,t-11113588,American Bullfrog,0.3268,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1085110854BD-31209B,Camille,Ethan,309,t-11113588_309,0,2259.3,0.0394,2.9311,BULLFROG,1
3095,Spectrogram 1,1,20230523_200000.WAV,13371,13374,0,15000,t-11113588,American Bullfrog,0.1083,20230523_200000.BirdNET.selection.table.txt,BD-30175A,1,20230523_200000.WAV1337113374BD-30175A,Ann,Rohit,31,t-11113588_31,,,,,,0
3881,Spectrogram 1,1,20230523_000000.WAV,11799,11802,0,15000,t-11113588,American Bullfrog,0.2646,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1179911802BD-31209B,Diana,Amy,310,t-11113588_310,0,2277,0.0684,2.8504,BULLFROG,1
4248,Spectrogram 1,1,20230521_000000.WAV,18531,18534,0,15000,t-11113588,American Bullfrog,0.3052,20230521_000000.BirdNET.selection.table.txt,BD-31209B,2,20230521_000000.WAV1853118534BD-31209B,Ethan,Diana,311,t-11113588_311,0,2353.511,0.0238,2.9505,BULLFROG,1
3357,Spectrogram 1,1,20230521_000000.WAV,15321,15324,0,15000,t-11113588,American Bullfrog,0.2816,20230521_000000.BirdNET.selection.table.txt,BD-31209B,2,20230521_000000.WAV1532115324BD-31209B,Amy,Rohit,312,t-11113588_312,0,2322.7,0.0573,2.894,BULLFROG,1
2943,Spectrogram 1,1,20230521_000000.WAV,14088,14091,0,15000,t-11113588,American Bullfrog,0.2632,20230521_000000.BirdNET.selection.table.txt,BD-31209B,2,20230521_000000.WAV1408814091BD-31209B,Ann,Camille,313,t-11113588_313,62,2294.6,0.0532,2.9009,BULLFROG,1
4587,Spectrogram 1,1,20230521_000000.WAV,19995,19998,0,15000,t-11113588,American Bullfrog,0.3095,20230521_000000.BirdNET.selection.table.txt,BD-31209B,2,20230521_000000.WAV1999519998BD-31209B,Rohit,Ethan,314,t-11113588_314,0,2310.3,0.0831,2.8601,BULLFROG,1
5579,Spectrogram 1,1,20230523_000000.WAV,16752,16755,0,15000,t-11113588,American Bullfrog,0.2815,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV1675216755BD-31209B,Camille,Diana,315,t-11113588_315,186,2759.7,0.5507,2.3866,BULLFROG,1
2655,Spectrogram 1,1,20230521_000000.WAV,13356,13359,0,15000,t-11113588,American Bullfrog,0.2292,20230521_000000.BirdNET.selection.table.txt,BD-31209B,2,20230521_000000.WAV1335613359BD-31209B,Diana,Amy,316,t-11113588_316,0,2218.6,0.0851,2.8781,BULLFROG,1
1558,Spectrogram 1,1,20230523_000000.WAV,5046,5049,0,15000,t-11113588,American Bullfrog,0.3588,20230523_000000.BirdNET.selection.table.txt,BD-31209B,2,20230523_000000.WAV50465049BD-31209B,Ethan,Rohit,317,t-11113588_317,0,2411.622,0.0367,2.9163,BULLFROG,1
4962,Spectrogram 1,1,20230524_000000.WAV,19197,19200,0,15000,t-11113588,American Bullfrog,0.2981,20230524_000000.BirdNET.selection.table.txt,BD-31209B,2,20230524_000000.WAV1919719200BD-31209B,Amy,Camille,318,t-11113588_318,124,2418.6,0.0427,2.9206,BULLFROG,1
3985,Spectrogram 1,1,20230521_000000.WAV,17667,17670,0,15000,t-11113588,American Bullfrog,0.2312,20230521_000000.BirdNET.selection.table.txt,BD-31209B,2,20230521_000000.WAV1766717670BD-31209B,Ann,Diana,319,t-11113588_319,79.5,2503.3,0.0922,2.8661,BULLFROG,1
429,Spectrogram 1,1,20230522_200000.WAV,1386,1389,0,15000,t-11113588,American Bullfrog,0.173,20230522_200000.BirdNET.selection.table.txt,BD-30175A,1,20230522_200000.WAV13861389BD-30175A,Rohit,Ann,32,t-11113588_32,,,,,,0
3582,Spectrogram 1,1,20230521_000000.WAV,16026,16029,0,15000,t-11113588,American Bullfrog,0.3274,20230521_000000.BirdNET.selection.table.txt,BD-31209B,2,20230521_000000.WAV1602616029BD-31209B,Rohit,Diana,320,t-11113588_320,0,2350.7,0.019,2.958,BULLFROG,1
7650,Spectrogram 1,1,20230523_000000.WAV,22989,22992,0,15000,t-11113588,American Bullfrog,0.4217,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV2298922992BD-31209B,Camille,Ann,321,t-11113588_321,806.2,2635.7,0.104,2.7368,BULLFROG,1
2603,Spectrogram 1,1,20230524_000000.WAV,10032,10035,0,15000,t-11113588,American Bullfrog,0.4722,20230524_000000.BirdNET.selection.table.txt,BD-31209B,3,20230524_000000.WAV1003210035BD-31209B,Diana,Ann,322,t-11113588_322,0,1378.378,0.1062,2.8431,BULLFROG,1
5045,Spectrogram 1,1,20230521_000000.WAV,21426,21429,0,15000,t-11113588,American Bullfrog,0.4071,20230521_000000.BirdNET.selection.table.txt,BD-31209B,3,20230521_000000.WAV2142621429BD-31209B,Ethan,Camille,323,t-11113588_323,0,2353.511,0.0353,2.6998,BULLFROG,1
5986,Spectrogram 1,1,20230523_000000.WAV,17535,17538,0,15000,t-11113588,American Bullfrog,0.4743,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV1753517538BD-31209B,Amy,Diana,324,t-11113588_324,0,1039.37,0.0798,2.8141,BULLFROG,1
3067,Spectrogram 1,1,20230526_000000.WAV,14775,14778,0,15000,t-11113588,American Bullfrog,0.5828,20230526_000000.BirdNET.selection.table.txt,BD-31209B,3,20230526_000000.WAV1477514778BD-31209B,Ann,Ethan,325,t-11113588_325,0,1944.4,0.027,2.9653,BULLFROG,1
4990,Spectrogram 1,1,20230521_000000.WAV,21252,21255,0,15000,t-11113588,American Bullfrog,0.4753,20230521_000000.BirdNET.selection.table.txt,BD-31209B,3,20230521_000000.WAV2125221255BD-31209B,Rohit,Amy,326,t-11113588_326,0,2238.1,0.0558,2.8874,BULLFROG,1
4436,Spectrogram 1,1,20230523_000000.WAV,13773,13776,0,15000,t-11113588,American Bullfrog,0.5107,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV1377313776BD-31209B,Camille,Rohit,327,t-11113588_327,403.1,2542.6,0.0601,2.8934,BULLFROG,1
6776,Spectrogram 1,1,20230523_000000.WAV,19425,19428,0,15000,t-11113588,American Bullfrog,0.4084,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV1942519428BD-31209B,Diana,Rohit,328,t-11113588_328,0,1337.838,0.1222,2.8047,BULLFROG,1
2641,Spectrogram 1,1,20230524_000000.WAV,10197,10200,0,15000,t-11113588,American Bullfrog,0.4818,20230524_000000.BirdNET.selection.table.txt,BD-31209B,3,20230524_000000.WAV1019710200BD-31209B,Ethan,Diana,329,t-11113588_329,0,2179.177,0.0329,2.9391,BULLFROG,1
438,Spectrogram 1,1,20230522_200000.WAV,1446,1449,0,15000,t-11113588,American Bullfrog,0.1378,20230522_200000.BirdNET.selection.table.txt,BD-30175A,1,20230522_200000.WAV14461449BD-30175A,Camille,Rohit,33,t-11113588_33,,,,,,0
4820,Spectrogram 1,1,20230523_000000.WAV,14775,14778,0,15000,t-11113588,American Bullfrog,0.4568,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV1477514778BD-31209B,Amy,Rohit,330,t-11113588_330,0,2671.3,0.0449,2.8412,BULLFROG,1
6830,Spectrogram 1,1,20230523_000000.WAV,19521,19524,0,15000,t-11113588,American Bullfrog,0.4902,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV1952119524BD-31209B,Ann,Rohit,331,t-11113588_331,79.5,2404,0.0423,2.8756,BULLFROG,1
3621,Spectrogram 1,1,20230523_000000.WAV,10848,10851,0,15000,t-11113588,American Bullfrog,0.5385,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV1084810851BD-31209B,Rohit,Ethan,332,t-11113588_332,0,2277.8,0.015,2.1498,BULLFROG,1
4762,Spectrogram 1,1,20230521_000000.WAV,20556,20559,0,15000,t-11113588,American Bullfrog,0.4153,20230521_000000.BirdNET.selection.table.txt,BD-31209B,3,20230521_000000.WAV2055620559BD-31209B,Camille,Diana,333,t-11113588_333,0,2344.8,0.0744,2.8469,BULLFROG,1
2698,Spectrogram 1,1,20230521_000000.WAV,13482,13485,0,15000,t-11113588,American Bullfrog,0.4211,20230521_000000.BirdNET.selection.table.txt,BD-31209B,3,20230521_000000.WAV1348213485BD-31209B,Diana,Ann,334,t-11113588_334,59.4,2574.3,0.1404,2.7981,BULLFROG,1
4551,Spectrogram 1,1,20230523_000000.WAV,14091,14094,0,15000,t-11113588,American Bullfrog,0.4735,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV1409114094BD-31209B,Ethan,Amy,335,t-11113588_335,0,2208.232,0.046,2.9277,BULLFROG,1
7203,Spectrogram 1,1,20230523_000000.WAV,20628,20631,0,15000,t-11113588,American Bullfrog,0.4815,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV2062820631BD-31209B,Amy,Camille,336,t-11113588_336,93,2108.5,0.0427,2.9108,BULLFROG,1
6685,Spectrogram 1,1,20230523_000000.WAV,19263,19266,0,15000,t-11113588,American Bullfrog,0.4175,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV1926319266BD-31209B,Ann,Ethan,337,t-11113588_337,0,2222.2,0.01,2.971,BULLFROG,1
2211,Spectrogram 1,1,20230522_000000.WAV,15795,15798,0,15000,t-11113588,American Bullfrog,0.5257,20230522_000000.BirdNET.selection.table.txt,BD-31209B,3,20230522_000000.WAV1579515798BD-31209B,Rohit,Camille,338,t-11113588_338,0,3210.6,0.0386,2.9221,BULLFROG,1
6348,Spectrogram 1,1,20230523_000000.WAV,18273,18276,0,15000,t-11113588,American Bullfrog,0.4424,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV1827318276BD-31209B,Camille,Amy,339,t-11113588_339,279.1,2604.7,0.0659,2.9026,BULLFROG,1
2136,Spectrogram 1,1,20230522_200000.WAV,13128,13131,0,15000,t-11113588,American Bullfrog,0.1009,20230522_200000.BirdNET.selection.table.txt,BD-30175A,1,20230522_200000.WAV1312813131BD-30175A,Diana,Camille,34,t-11113588_34,,,,,,0
1589,Spectrogram 1,1,20230522_000000.WAV,13080,13083,0,15000,t-11113588,American Bullfrog,0.4023,20230522_000000.BirdNET.selection.table.txt,BD-31209B,3,20230522_000000.WAV1308013083BD-31209B,Diana,Amy,340,t-11113588_340,0,2335.4,0.0744,2.8041,BULLFROG,1
3274,Spectrogram 1,1,20230523_000000.WAV,10020,10023,0,15000,t-11113588,American Bullfrog,0.4786,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV1002010023BD-31209B,Ethan,Rohit,341,t-11113588_341,0,2411.622,0.0189,2.9505,BULLFROG,1
3849,Spectrogram 1,1,20230524_000000.WAV,15645,15648,0,15000,t-11113588,American Bullfrog,0.4213,20230524_000000.BirdNET.selection.table.txt,BD-31209B,3,20230524_000000.WAV1564515648BD-31209B,Amy,Rohit,342,t-11113588_342,0,2327.6,0.0917,2.7813,BULLFROG,1
2504,Spectrogram 1,1,20230522_000000.WAV,16962,16965,0,15000,t-11113588,American Bullfrog,0.4386,20230522_000000.BirdNET.selection.table.txt,BD-31209B,3,20230522_000000.WAV1696216965BD-31209B,Ann,Camille,343,t-11113588_343,124,2511.6,0.0329,2.9403,BULLFROG,1
3288,Spectrogram 1,1,20230522_000000.WAV,19860,19863,0,15000,t-11113588,American Bullfrog,0.4728,20230522_000000.BirdNET.selection.table.txt,BD-31209B,3,20230522_000000.WAV1986019863BD-31209B,Rohit,Ann,344,t-11113588_344,172,2694.7,0.045,0.5125,BULLFROG,1
3288,Spectrogram 1,1,20230522_000000.WAV,19860,19863,0,15000,t-11113588,American Bullfrog,0.4728,20230522_000000.BirdNET.selection.table.txt,BD-31209B,3,20230522_000000.WAV1986019863BD-31209B,Rohit,Ann,344,t-11113588_344,0,2752,1.2768,0.6923,BULLFROG,1
2487,Spectrogram 1,1,20230526_000000.WAV,10797,10800,0,15000,t-11113588,American Bullfrog,0.4643,20230526_000000.BirdNET.selection.table.txt,BD-31209B,3,20230526_000000.WAV1079710800BD-31209B,Camille,Diana,345,t-11113588_345,18.4,2344.8,0.1486,2.7682,BULLFROG,1
314,Spectrogram 1,1,20230527_200000.WAV,906,909,0,15000,t-11113588,American Bullfrog,0.4758,20230527_200000.BirdNET.selection.table.txt,BD-31209B,3,20230527_200000.WAV906909BD-31209B,Diana,Ethan,346,t-11113588_346,0,1888.9,0.0266,2.9482,BULLFROG,1
314,Spectrogram 1,1,20230527_200000.WAV,906,909,0,15000,t-11113588,American Bullfrog,0.4758,20230527_200000.BirdNET.selection.table.txt,BD-31209B,3,20230527_200000.WAV906909BD-31209B,Diana,Ethan,346,t-11113588_346,0,2592.6,2.9951,2.9938,BULLFROG,1
2770,Spectrogram 1,1,20230521_000000.WAV,13698,13701,0,15000,t-11113588,American Bullfrog,0.4142,20230521_000000.BirdNET.selection.table.txt,BD-31209B,3,20230521_000000.WAV1369813701BD-31209B,Ethan,Camille,347,t-11113588_347,0,2353.511,0.0393,2.9277,BULLFROG,1
2341,Spectrogram 1,1,20230521_000000.WAV,12288,12291,0,15000,t-11113588,American Bullfrog,0.5239,20230521_000000.BirdNET.selection.table.txt,BD-31209B,3,20230521_000000.WAV1228812291BD-31209B,Amy,Camille,348,t-11113588_348,124,2325.6,0.0668,2.8714,BULLFROG,1
3331,Spectrogram 1,1,20230521_000000.WAV,15252,15255,0,15000,t-11113588,American Bullfrog,0.4384,20230521_000000.BirdNET.selection.table.txt,BD-31209B,3,20230521_000000.WAV1525215255BD-31209B,Ann,Diana,349,t-11113588_349,0,2448.3,0.0742,2.8863,BULLFROG,1
2450,Spectrogram 1,1,20230526_000000.WAV,16032,16035,0,15000,t-11113588,American Bullfrog,0.1444,20230526_000000.BirdNET.selection.table.txt,BD-30175A,1,20230526_000000.WAV1603216035BD-30175A,Ethan,Diana,35,t-11113588_35,,,,,,0
4576,Spectrogram 1,1,20230523_000000.WAV,14142,14145,0,15000,t-11113588,American Bullfrog,0.4937,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV1414214145BD-31209B,Rohit,Ethan,350,t-11113588_350,0,2448.3,0.1014,2.8076,BULLFROG,1
2731,Spectrogram 1,1,20230522_000000.WAV,17790,17793,0,15000,t-11113588,American Bullfrog,0.4395,20230522_000000.BirdNET.selection.table.txt,BD-31209B,3,20230522_000000.WAV1779017793BD-31209B,Camille,Ethan,351,t-11113588_351,0,2074.1,0.0325,2.9482,BULLFROG,1
4823,Spectrogram 1,1,20230523_000000.WAV,14787,14790,0,15000,t-11113588,American Bullfrog,0.4952,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV1478714790BD-31209B,Diana,Camille,352,t-11113588_352,279.1,2573.6,0.0335,2.9403,BULLFROG,1
2904,Spectrogram 1,1,20230524_000000.WAV,11088,11091,0,15000,t-11113588,American Bullfrog,0.5318,20230524_000000.BirdNET.selection.table.txt,BD-31209B,3,20230524_000000.WAV1108811091BD-31209B,Ethan,Diana,353,t-11113588_353,0,2324.455,0.0292,2.9562,BULLFROG,1
5744,Spectrogram 1,1,20230525_000000.WAV,16572,16575,0,15000,t-11113588,American Bullfrog,0.5332,20230525_000000.BirdNET.selection.table.txt,BD-31209B,3,20230525_000000.WAV1657216575BD-31209B,Amy,Rohit,354,t-11113588_354,0,2280.9,0.039,2.9231,BULLFROG,1
7594,Spectrogram 1,1,20230523_000000.WAV,22713,22716,0,15000,t-11113588,American Bullfrog,0.4367,20230523_000000.BirdNET.selection.table.txt,BD-31209B,3,20230523_000000.WAV2271322716BD-31209B,Ann,Diana,355,t-11113588_355,59.6,1470.2,0.0839,2.8473,BULLFROG,1
2601,Spectrogram 1,1,20230522_000000.WAV,17307,17310,0,15000,t-11113588,American Bullfrog,0.6359,20230522_000000.BirdNET.selection.table.txt,BD-31209B,4,20230522_000000.WAV1730717310BD-31209B,Rohit,Ethan,356,t-11113588_356,0,2037,0.1745,2.338,BULLFROG,1
4123,Spectrogram 1,1,20230520_000000.WAV,26412,26415,0,15000,t-11113588,American Bullfrog,0.7062,20230520_000000.BirdNET.selection.table.txt,BD-31209B,4,20230520_000000.WAV2641226415BD-31209B,Camille,Rohit,357,t-11113588_357,0,2618.9,0.144,2.6973,BULLFROG,1
4132,Spectrogram 1,1,20230523_000000.WAV,12606,12609,0,15000,t-11113588,American Bullfrog,0.6702,20230523_000000.BirdNET.selection.table.txt,BD-31209B,4,20230523_000000.WAV1260612609BD-31209B,Diana,Ann,358,t-11113588_358,0,1500,0.1353,2.7229,BULLFROG,1
2499,Spectrogram 1,1,20230523_000000.WAV,7971,7974,0,15000,t-11113588,American Bullfrog,0.6671,20230523_000000.BirdNET.selection.table.txt,BD-31209B,4,20230523_000000.WAV79717974BD-31209B,Ethan,Camille,359,t-11113588_359,0,2411.622,0.0228,2.9562,BULLFROG,1
944,Spectrogram 1,1,20230520_200000.WAV,7668,7671,0,15000,t-11113588,American Bullfrog,0.1907,20230520_200000.BirdNET.selection.table.txt,BD-30175A,1,20230520_200000.WAV76687671BD-30175A,Amy,Ethan,36,t-11113588_36,,,,,,0
3130,Spectrogram 1,1,20230523_000000.WAV,9684,9687,0,15000,t-11113588,American Bullfrog,0.7025,20230523_000000.BirdNET.selection.table.txt,BD-31209B,4,20230523_000000.WAV96849687BD-31209B,Amy,Diana,360,t-11113588_360,0,2406.4,0.0195,2.9424,BULLFROG,1
3513,Spectrogram 1,1,20230522_000000.WAV,20640,20643,0,15000,t-11113588,American Bullfrog,0.7097,20230522_000000.BirdNET.selection.table.txt,BD-31209B,4,20230522_000000.WAV2064020643BD-31209B,Ann,Rohit,361,t-11113588_361,99.3,1947,0.0823,2.8378,BULLFROG,1
