Selection,View,Channel,Begin File_x,Begin Time (s),End Time (s),Low Freq (Hz)_x,High Freq (Hz)_x,Species Code,Common Name,Confidence,birdnetfile,site,bins,realID,reviewer_1,reviewer_2,ID,filename,Low Freq (Hz)_y,High Freq (Hz)_y,File Offset (s),Delta Time (s),Annotation,label
1394,Spectrogram 1,1,20230526_000000.WAV,4365,4368,0,15000,t-11127057,Pacific Chorus Frog,0.2399,20230526_000000.BirdNET.selection.table.txt,BD-31209A,2,20230526_000000.WAV43654368BD-31209A,Ethan,Amy,243,t-11127057_243.wav,5671.5,5671.5,1.3564,0,PCF,1
475,Spectrogram 1,1,20230522_200000.WAV,3063,3066,0,15000,t-11127057,Pacific Chorus Frog,0.249,20230522_200000.BirdNET.selection.table.txt,BD-31209A,2,20230522_200000.WAV30633066BD-31209A,Amy,Ann,244,t-11127057_244.wav,2613.9,2613.9,0.6842,0,PCF,1
3808,Spectrogram 1,1,20230522_200000.WAV,13911,13914,0,15000,t-11127057,Pacific Chorus Frog,0.3059,20230522_200000.BirdNET.selection.table.txt,BD-31209A,2,20230522_200000.WAV1391113914BD-31209A,Ann,Ethan,245,t-11127057_245.wav,2633.7,2633.7,0.4412,0,PCF,1
642,Spectrogram 1,1,20230526_000000.WAV,1731,1734,0,15000,t-11127057,Pacific Chorus Frog,0.3853,20230526_000000.BirdNET.selection.table.txt,BD-31209A,2,20230526_000000.WAV17311734BD-31209A,Camille,Ann,246,t-11127057_246.wav,2594.1,2594.1,0.2279,0,PCF,1
2760,Spectrogram 1,1,20230525_200000.WAV,12954,12957,0,15000,t-11127057,Pacific Chorus Frog,0.3509,20230525_200000.BirdNET.selection.table.txt,BD-31209A,2,20230525_200000.WAV1295412957BD-31209A,Ethan,Camille,247,t-11127057_247.wav,6449.6,6449.6,1.4258,0.1067,PCF,1
2189,Spectrogram 1,1,20230522_000000.WAV,6726,6729,0,15000,t-11127057,Pacific Chorus Frog,0.3966,20230522_000000.BirdNET.selection.table.txt,BD-31209A,2,20230522_000000.WAV67266729BD-31209A,Amy,Camille,248,t-11127057_248.wav,6790.7,6790.7,1.0795,0.1067,PCF,1
1254,Spectrogram 1,1,20230526_000000.WAV,3882,3885,0,15000,t-11127057,Pacific Chorus Frog,0.2362,20230526_000000.BirdNET.selection.table.txt,BD-31209A,2,20230526_000000.WAV38823885BD-31209A,Ann,Ethan,249,t-11127057_249.wav,760.8,760.8,1.3986,0,PCF,1
1680,Spectrogram 1,1,20230525_000000.WAV,6180,6183,0,15000,t-11127057,Pacific Chorus Frog,0.5591,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV61806183BD-31209A,Camille,Amy,250,t-11127057_250.wav,6449.6,6449.6,1.4385,0.1344,PCF,1
3753,Spectrogram 1,1,20230522_200000.WAV,13680,13683,0,15000,t-11127057,Pacific Chorus Frog,0.4814,20230522_200000.BirdNET.selection.table.txt,BD-31209A,3,20230522_200000.WAV1368013683BD-31209A,Ethan,Ann,251,t-11127057_251.wav,2495,2495,0.9304,0,PCF,1
1340,Spectrogram 1,1,20230525_000000.WAV,4317,4320,0,15000,t-11127057,Pacific Chorus Frog,0.4043,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV43174320BD-31209A,Amy,Ann,252,t-11127057_252.wav,2510.6,2574.2,1.2147,0.0873,PCF,1
3842,Spectrogram 1,1,20230522_200000.WAV,14016,14019,0,15000,t-11127057,Pacific Chorus Frog,0.5199,20230522_200000.BirdNET.selection.table.txt,BD-31209A,3,20230522_200000.WAV1401614019BD-31209A,Ann,Camille,253,t-11127057_253.wav,6790.7,6790.7,1.3305,0.1067,PCF,1
3427,Spectrogram 1,1,20230526_200000.WAV,12804,12807,0,15000,t-11127057,Pacific Chorus Frog,0.4095,20230526_200000.BirdNET.selection.table.txt,BD-31209A,3,20230526_200000.WAV1280412807BD-31209A,Camille,Ann,254,t-11127057_254.wav,2435.6,2435.6,0.7881,0,PCF,1
669,Spectrogram 1,1,20230523_200000.WAV,5472,5475,0,15000,t-11127057,Pacific Chorus Frog,0.5454,20230523_200000.BirdNET.selection.table.txt,BD-31209A,3,20230523_200000.WAV54725475BD-31209A,Ethan,Amy,255,t-11127057_255.wav,5740.6,5740.6,1.4538,0,PCF,1
3001,Spectrogram 1,1,20230525_000000.WAV,11835,11838,0,15000,t-11127057,Pacific Chorus Frog,0.5739,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV1183511838BD-31209A,Amy,Ann,256,t-11127057_256.wav,2732.7,2732.7,1.1609,0,PCF,1
1031,Spectrogram 1,1,20230521_200000.WAV,3939,3942,0,15000,t-11127057,Pacific Chorus Frog,0.4523,20230521_200000.BirdNET.selection.table.txt,BD-31209A,3,20230521_200000.WAV39393942BD-31209A,Ann,Ethan,257,t-11127057_257.wav,916.4,916.4,1.6376,0,PCF,1
2510,Spectrogram 1,1,20230520_200000.WAV,11490,11493,0,15000,t-11127057,Pacific Chorus Frog,0.4088,20230520_200000.BirdNET.selection.table.txt,BD-31209A,3,20230520_200000.WAV1149011493BD-31209A,Camille,Ann,258,t-11127057_258.wav,2673.3,2673.3,0.9495,0,PCF,1
2839,Spectrogram 1,1,20230525_000000.WAV,10341,10344,0,15000,t-11127057,Pacific Chorus Frog,0.405,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV1034110344BD-31209A,Ethan,Camille,259,t-11127057_259.wav,6511.6,6511.6,1.5032,0.096,PCF,1
663,Spectrogram 1,1,20230521_000000.WAV,1542,1545,0,15000,t-11127057,Pacific Chorus Frog,0.5438,20230521_000000.BirdNET.selection.table.txt,BD-31209A,3,20230521_000000.WAV15421545BD-31209A,Amy,Camille,260,t-11127057_260.wav,2637.7,2637.7,1.293,0.1045,PCF,1
2482,Spectrogram 1,1,20230525_200000.WAV,12276,12279,0,15000,t-11127057,Pacific Chorus Frog,0.5538,20230525_200000.BirdNET.selection.table.txt,BD-31209A,3,20230525_200000.WAV1227612279BD-31209A,Ann,Camille,261,t-11127057_261.wav,2495,2495,1.3028,0,PCF,1
3283,Spectrogram 1,1,20230525_000000.WAV,13476,13479,0,15000,t-11127057,Pacific Chorus Frog,0.5426,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV1347613479BD-31209A,Camille,Ann,262,t-11127057_262.wav,2633.7,2633.7,0.7134,0,PCF,1
2623,Spectrogram 1,1,20230522_200000.WAV,10845,10848,0,15000,t-11127057,Pacific Chorus Frog,0.4107,20230522_200000.BirdNET.selection.table.txt,BD-31209A,3,20230522_200000.WAV1084510848BD-31209A,Ethan,Ann,263,t-11127057_263.wav,2613.9,2613.9,1.07,0,PCF,1
2668,Spectrogram 1,1,20230522_000000.WAV,8436,8439,0,15000,t-11127057,Pacific Chorus Frog,0.5731,20230522_000000.BirdNET.selection.table.txt,BD-31209A,3,20230522_000000.WAV84368439BD-31209A,Amy,Ann,264,t-11127057_264.wav,2653.5,2653.5,1.3391,0,PCF,1
2993,Spectrogram 1,1,20230525_000000.WAV,11817,11820,0,15000,t-11127057,Pacific Chorus Frog,0.5989,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV1181711820BD-31209A,Ann,Amy,265,t-11127057_265.wav,2435.6,2435.6,1.195,0,PCF,1
2531,Spectrogram 1,1,20230525_000000.WAV,8718,8721,0,15000,t-11127057,Pacific Chorus Frog,0.4475,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV87188721BD-31209A,Camille,Ann,266,t-11127057_266.wav,2495,2495,0.8603,0,PCF,1
2529,Spectrogram 1,1,20230520_200000.WAV,11523,11526,0,15000,t-11127057,Pacific Chorus Frog,0.4617,20230520_200000.BirdNET.selection.table.txt,BD-31209A,3,20230520_200000.WAV1152311526BD-31209A,Ethan,Ann,267,t-11127057_267.wav,2752.5,2752.5,0.7092,0,PCF,1
1046,Spectrogram 1,1,20230524_200000.WAV,6165,6168,0,15000,t-11127057,Pacific Chorus Frog,0.513,20230524_200000.BirdNET.selection.table.txt,BD-31209A,3,20230524_200000.WAV61656168BD-31209A,Amy,Ann,268,t-11127057_268.wav,2693.1,2693.1,0.4995,0,PCF,1
1973,Spectrogram 1,1,20230527_000000.WAV,8658,8661,0,15000,t-11127057,Pacific Chorus Frog,0.5538,20230527_000000.BirdNET.selection.table.txt,BD-31209A,3,20230527_000000.WAV86588661BD-31209A,Ann,Ethan,269,t-11127057_269.wav,2653.5,2653.5,1.6903,0,PCF,1
5014,Spectrogram 1,1,20230521_200000.WAV,13692,13695,0,15000,t-11127057,Pacific Chorus Frog,0.561,20230521_200000.BirdNET.selection.table.txt,BD-31209A,3,20230521_200000.WAV1369213695BD-31209A,Camille,Ethan,270,t-11127057_270.wav,795.4,795.4,1.0912,0,PCF,1
871,Spectrogram 1,1,20230525_000000.WAV,2898,2901,0,15000,t-11127057,Pacific Chorus Frog,0.4966,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV28982901BD-31209A,Ethan,Amy,271,t-11127057_271.wav,2748.8,2748.8,1.1598,0.0929,PCF,1
625,Spectrogram 1,1,20230521_000000.WAV,1482,1485,0,15000,t-11127057,Pacific Chorus Frog,0.5597,20230521_000000.BirdNET.selection.table.txt,BD-31209A,3,20230521_000000.WAV14821485BD-31209A,Amy,Camille,272,t-11127057_272.wav,6666.7,6666.7,1.4079,0.1067,PCF,1
1933,Spectrogram 1,1,20230521_000000.WAV,5031,5034,0,15000,t-11127057,Pacific Chorus Frog,0.4744,20230521_000000.BirdNET.selection.table.txt,BD-31209A,3,20230521_000000.WAV50315034BD-31209A,Ann,Amy,273,t-11127057_273.wav,3047.5,3047.5,1.6041,0.1045,PCF,1
3705,Spectrogram 1,1,20230522_200000.WAV,13581,13584,0,15000,t-11127057,Pacific Chorus Frog,0.5542,20230522_200000.BirdNET.selection.table.txt,BD-31209A,3,20230522_200000.WAV1358113584BD-31209A,Camille,Ann,274,t-11127057_274.wav,6542.6,6542.6,1.3284,0,PCF,1
3800,Spectrogram 1,1,20230522_200000.WAV,13836,13839,0,15000,t-11127057,Pacific Chorus Frog,0.5821,20230522_200000.BirdNET.selection.table.txt,BD-31209A,3,20230522_200000.WAV1383613839BD-31209A,Ethan,Ann,275,t-11127057_275.wav,8092.2,8092.2,1.1446,0,PCF,1
827,Spectrogram 1,1,20230521_000000.WAV,2013,2016,0,15000,t-11127057,Pacific Chorus Frog,0.4505,20230521_000000.BirdNET.selection.table.txt,BD-31209A,3,20230521_000000.WAV20132016BD-31209A,Amy,Ann,276,t-11127057_276.wav,2574.3,2574.3,0.8843,0,PCF,1
2267,Spectrogram 1,1,20230521_000000.WAV,6771,6774,0,15000,t-11127057,Pacific Chorus Frog,0.4907,20230521_000000.BirdNET.selection.table.txt,BD-31209A,3,20230521_000000.WAV67716774BD-31209A,Ann,Camille,277,t-11127057_277.wav,2534.7,2534.7,1.4546,0,PCF,1
2862,Spectrogram 1,1,20230525_000000.WAV,10683,10686,0,15000,t-11127057,Pacific Chorus Frog,0.4149,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV1068310686BD-31209A,Camille,Ann,278,t-11127057_278.wav,2633.7,2633.7,0.3242,0,PCF,1
3157,Spectrogram 1,1,20230522_200000.WAV,12285,12288,0,15000,t-11127057,Pacific Chorus Frog,0.5153,20230522_200000.BirdNET.selection.table.txt,BD-31209A,3,20230522_200000.WAV1228512288BD-31209A,Ethan,Amy,279,t-11127057_279.wav,2898.1,2898.1,1.2509,0.1045,PCF,1
1870,Spectrogram 1,1,20230521_000000.WAV,4824,4827,0,15000,t-11127057,Pacific Chorus Frog,0.5296,20230521_000000.BirdNET.selection.table.txt,BD-31209A,3,20230521_000000.WAV48244827BD-31209A,Amy,Ann,280,t-11127057_280.wav,2475.2,2475.2,0.6122,0,PCF,1
885,Spectrogram 1,1,20230524_200000.WAV,5793,5796,0,15000,t-11127057,Pacific Chorus Frog,0.434,20230524_200000.BirdNET.selection.table.txt,BD-31209A,3,20230524_200000.WAV57935796BD-31209A,Ann,Camille,281,t-11127057_281.wav,6697.7,6697.7,1.2966,0.1067,PCF,1
2552,Spectrogram 1,1,20230525_200000.WAV,12429,12432,0,15000,t-11127057,Pacific Chorus Frog,0.4296,20230525_200000.BirdNET.selection.table.txt,BD-31209A,3,20230525_200000.WAV1242912432BD-31209A,Camille,Amy,282,t-11127057_282.wav,3047.5,3047.5,1.1077,0.1974,PCF,1
689,Spectrogram 1,1,20230527_000000.WAV,2049,2052,0,15000,t-11127057,Pacific Chorus Frog,0.5078,20230527_000000.BirdNET.selection.table.txt,BD-31209A,3,20230527_000000.WAV20492052BD-31209A,Ethan,Amy,283,t-11127057_283.wav,7538.9,7538.9,0.7274,0,PCF,1
3648,Spectrogram 1,1,20230526_200000.WAV,13335,13338,0,15000,t-11127057,Pacific Chorus Frog,0.5845,20230526_200000.BirdNET.selection.table.txt,BD-31209A,3,20230526_200000.WAV1333513338BD-31209A,Amy,Camille,284,t-11127057_284.wav,2574.2,2606,1.2541,0.1045,PCF,1
3322,Spectrogram 1,1,20230526_200000.WAV,12588,12591,0,15000,t-11127057,Pacific Chorus Frog,0.5978,20230526_200000.BirdNET.selection.table.txt,BD-31209A,3,20230526_200000.WAV1258812591BD-31209A,Ann,Camille,285,t-11127057_285.wav,6697.7,6697.7,1.3544,0.1067,PCF,1
1939,Spectrogram 1,1,20230522_000000.WAV,5859,5862,0,15000,t-11127057,Pacific Chorus Frog,0.4359,20230522_000000.BirdNET.selection.table.txt,BD-31209A,3,20230522_000000.WAV58595862BD-31209A,Camille,Ann,286,t-11127057_286.wav,2673.3,2673.3,0.8907,0,PCF,1
788,Spectrogram 1,1,20230524_200000.WAV,5442,5445,0,15000,t-11127057,Pacific Chorus Frog,0.4336,20230524_200000.BirdNET.selection.table.txt,BD-31209A,3,20230524_200000.WAV54425445BD-31209A,Ethan,Ann,287,t-11127057_287.wav,2534.7,2534.7,1.1069,0,PCF,1
3086,Spectrogram 1,1,20230522_200000.WAV,12153,12156,0,15000,t-11127057,Pacific Chorus Frog,0.4752,20230522_200000.BirdNET.selection.table.txt,BD-31209A,3,20230522_200000.WAV1215312156BD-31209A,Amy,Camille,288,t-11127057_288.wav,6821.7,6821.7,1.4813,0,PCF,1
779,Spectrogram 1,1,20230526_000000.WAV,2109,2112,0,15000,t-11127057,Pacific Chorus Frog,0.5022,20230526_000000.BirdNET.selection.table.txt,BD-31209A,3,20230526_000000.WAV21092112BD-31209A,Ann,Camille,289,t-11127057_289.wav,6976.7,6976.7,1.0246,0.1067,PCF,1
3358,Spectrogram 1,1,20230522_200000.WAV,12774,12777,0,15000,t-11127057,Pacific Chorus Frog,0.4842,20230522_200000.BirdNET.selection.table.txt,BD-31209A,3,20230522_200000.WAV1277412777BD-31209A,Camille,Ethan,290,t-11127057_290.wav,778.1,778.1,1.2389,0,PCF,1
1814,Spectrogram 1,1,20230521_000000.WAV,4638,4641,0,15000,t-11127057,Pacific Chorus Frog,0.5154,20230521_000000.BirdNET.selection.table.txt,BD-31209A,3,20230521_000000.WAV46384641BD-31209A,Ethan,Ann,291,t-11127057_291.wav,2653.5,2653.5,1.018,0,PCF,1
2186,Spectrogram 1,1,20230523_000000.WAV,8706,8709,0,15000,t-11127057,Pacific Chorus Frog,0.5377,20230523_000000.BirdNET.selection.table.txt,BD-31209A,3,20230523_000000.WAV87068709BD-31209A,Amy,Ann,292,t-11127057_292.wav,2693.1,2693.1,0.8914,0,PCF,1
2691,Spectrogram 1,1,20230525_200000.WAV,12762,12765,0,15000,t-11127057,Pacific Chorus Frog,0.4208,20230525_200000.BirdNET.selection.table.txt,BD-31209A,3,20230525_200000.WAV1276212765BD-31209A,Ann,Amy,293,t-11127057_293.wav,2539.6,2539.6,1.6431,0.1045,PCF,1
2811,Spectrogram 1,1,20230525_200000.WAV,13080,13083,0,15000,t-11127057,Pacific Chorus Frog,0.4915,20230525_200000.BirdNET.selection.table.txt,BD-31209A,3,20230525_200000.WAV1308013083BD-31209A,Camille,Amy,294,t-11127057_294.wav,2539.6,2539.6,0.9303,0.0929,PCF,1
2630,Spectrogram 1,1,20230525_200000.WAV,12606,12609,0,15000,t-11127057,Pacific Chorus Frog,0.5171,20230525_200000.BirdNET.selection.table.txt,BD-31209A,3,20230525_200000.WAV1260612609BD-31209A,Ethan,Camille,295,t-11127057_295.wav,6511.6,6511.6,1.4653,0.1067,PCF,1
3661,Spectrogram 1,1,20230526_200000.WAV,13374,13377,0,15000,t-11127057,Pacific Chorus Frog,0.5217,20230526_200000.BirdNET.selection.table.txt,BD-31209A,3,20230526_200000.WAV1337413377BD-31209A,Amy,Camille,296,t-11127057_296.wav,7348.8,7348.8,1.3906,0.096,PCF,1
1955,Spectrogram 1,1,20230526_200000.WAV,9255,9258,0,15000,t-11127057,Pacific Chorus Frog,0.4067,20230526_200000.BirdNET.selection.table.txt,BD-31209A,3,20230526_200000.WAV92559258BD-31209A,Ann,Camille,297,t-11127057_297.wav,7410.9,7410.9,1.0618,0.096,PCF,1
903,Spectrogram 1,1,20230521_000000.WAV,2208,2211,0,15000,t-11127057,Pacific Chorus Frog,0.4609,20230521_000000.BirdNET.selection.table.txt,BD-31209A,3,20230521_000000.WAV22082211BD-31209A,Camille,Amy,298,t-11127057_298.wav,2509.7,2509.7,1.0626,0.1045,PCF,1
630,Spectrogram 1,1,20230522_200000.WAV,3852,3855,0,15000,t-11127057,Pacific Chorus Frog,0.5071,20230522_200000.BirdNET.selection.table.txt,BD-31209A,3,20230522_200000.WAV38523855BD-31209A,Ethan,Ann,299,t-11127057_299.wav,2871.3,2871.3,0.7931,0,PCF,1
961,Spectrogram 1,1,20230523_000000.WAV,3078,3081,0,15000,t-11127057,Pacific Chorus Frog,0.5837,20230523_000000.BirdNET.selection.table.txt,BD-31209A,3,20230523_000000.WAV30783081BD-31209A,Amy,Ann,300,t-11127057_300.wav,2542.4,2542.4,1.5435,0.1045,PCF,1
634,Spectrogram 1,1,20230526_000000.WAV,1722,1725,0,15000,t-11127057,Pacific Chorus Frog,0.5473,20230526_000000.BirdNET.selection.table.txt,BD-31209A,3,20230526_000000.WAV17221725BD-31209A,Ann,Ethan,301,t-11127057_301.wav,760.8,760.8,1.5801,0,PCF,1
1114,Spectrogram 1,1,20230524_200000.WAV,6339,6342,0,15000,t-11127057,Pacific Chorus Frog,0.5819,20230524_200000.BirdNET.selection.table.txt,BD-31209A,3,20230524_200000.WAV63396342BD-31209A,Camille,Ann,302,t-11127057_302.wav,2435.6,2435.6,0.7037,0,PCF,1
2463,Spectrogram 1,1,20230525_000000.WAV,8442,8445,0,15000,t-11127057,Pacific Chorus Frog,0.4502,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV84428445BD-31209A,Ethan,Camille,303,t-11127057_303.wav,7348.8,7348.8,0.7202,0.1067,PCF,1
2864,Spectrogram 1,1,20230525_000000.WAV,10692,10695,0,15000,t-11127057,Pacific Chorus Frog,0.5248,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV1069210695BD-31209A,Amy,Camille,304,t-11127057_304.wav,2542.4,2542.4,1.1442,0.0929,PCF,1
902,Spectrogram 1,1,20230527_200000.WAV,2640,2643,0,15000,t-11127057,Pacific Chorus Frog,0.5314,20230527_200000.BirdNET.selection.table.txt,BD-31209A,3,20230527_200000.WAV26402643BD-31209A,Ann,Ethan,305,t-11127057_305.wav,847.3,847.3,1.3173,0,PCF,1
1062,Spectrogram 1,1,20230526_000000.WAV,3114,3117,0,15000,t-11127057,Pacific Chorus Frog,0.5445,20230526_000000.BirdNET.selection.table.txt,BD-31209A,3,20230526_000000.WAV31143117BD-31209A,Camille,Ethan,306,t-11127057_306.wav,916.4,916.4,1.8756,0,PCF,1
2032,Spectrogram 1,1,20230525_000000.WAV,6993,6996,0,15000,t-11127057,Pacific Chorus Frog,0.5862,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV69936996BD-31209A,Ethan,Amy,307,t-11127057_307.wav,6708.9,6708.9,1.6317,0,PCF,1
2331,Spectrogram 1,1,20230525_000000.WAV,7863,7866,0,15000,t-11127057,Pacific Chorus Frog,0.5059,20230525_000000.BirdNET.selection.table.txt,BD-31209A,3,20230525_000000.WAV78637866BD-31209A,Amy,Ethan,308,t-11127057_308.wav,2542.4,2542.4,1.3717,0.209,PCF,1
81,Spectrogram 1,1,20230522_000000.WAV,249,252,0,15000,t-11127057,Pacific Chorus Frog,0.4445,20230522_000000.BirdNET.selection.table.txt,BD-31209A,3,20230522_000000.WAV249252BD-31209A,Ann,Amy,309,t-11127057_309.wav,2574.3,2574.3,0.998,0,PCF,1
2390,Spectrogram 1,1,20230521_000000.WAV,7200,7203,0,15000,t-11127057,Pacific Chorus Frog,0.4992,20230521_000000.BirdNET.selection.table.txt,BD-31209A,3,20230521_000000.WAV72007203BD-31209A,Camille,Amy,310,t-11127057_310.wav,6604.7,6604.7,1.0534,0,PCF,1
2052,Spectrogram 1,1,20230521_000000.WAV,5622,5625,0,15000,t-11127057,Pacific Chorus Frog,0.4375,20230521_000000.BirdNET.selection.table.txt,BD-31209A,3,20230521_000000.WAV56225625BD-31209A,Ethan,Ann,311,t-11127057_311.wav,2673.3,2673.3,1.3013,0,PCF,1
1230,Spectrogram 1,1,20230522_000000.WAV,2901,2904,0,15000,t-11127057,Pacific Chorus Frog,0.4408,20230522_000000.BirdNET.selection.table.txt,BD-31209A,3,20230522_000000.WAV29012904BD-31209A,Amy,Ethan,312,t-11127057_312.wav,2542.4,2542.4,1.1814,0.1045,PCF,1
1855,Spectrogram 1,1,20230526_000000.WAV,6087,6090,0,15000,t-11127057,Pacific Chorus Frog,0.5596,20230526_000000.BirdNET.selection.table.txt,BD-31209A,3,20230526_000000.WAV60876090BD-31209A,Ann,Amy,313,t-11127057_313.wav,2633.7,2633.7,2.4354,0,PCF,1
4132,Spectrogram 1,1,20230521_200000.WAV,11487,11490,0,15000,t-11127057,Pacific Chorus Frog,0.7559,20230521_200000.BirdNET.selection.table.txt,BD-31209A,4,20230521_200000.WAV1148711490BD-31209A,Camille,Amy,314,t-11127057_314.wav,2718.9,2718.9,0.9937,0.0929,PCF,1
660,Spectrogram 1,1,20230526_000000.WAV,1755,1758,0,15000,t-11127057,Pacific Chorus Frog,0.7287,20230526_000000.BirdNET.selection.table.txt,BD-31209A,4,20230526_000000.WAV17551758BD-31209A,Ethan,Camille,315,t-11127057_315.wav,7131.8,7131.8,1.0969,0.096,PCF,1
2886,Spectrogram 1,1,20230522_200000.WAV,11493,11496,0,15000,t-11127057,Pacific Chorus Frog,0.7722,20230522_200000.BirdNET.selection.table.txt,BD-31209A,4,20230522_200000.WAV1149311496BD-31209A,Amy,Ethan,316,t-11127057_316.wav,2542.4,2542.4,1.3276,0.1045,PCF,1
2624,Spectrogram 1,1,20230522_000000.WAV,8343,8346,0,15000,t-11127057,Pacific Chorus Frog,0.7929,20230522_000000.BirdNET.selection.table.txt,BD-31209A,4,20230522_000000.WAV83438346BD-31209A,Ann,Amy,317,t-11127057_317.wav,2821.9,2821.9,1.9213,0.2206,PCF,1
2441,Spectrogram 1,1,20230524_200000.WAV,10149,10152,0,15000,t-11127057,Pacific Chorus Frog,0.7004,20230524_200000.BirdNET.selection.table.txt,BD-31209A,4,20230524_200000.WAV1014910152BD-31209A,Camille,Amy,318,t-11127057_318.wav,6511.6,6511.6,1.4182,0.1813,PCF,1
4694,Spectrogram 1,1,20230521_200000.WAV,12894,12897,0,15000,t-11127057,Pacific Chorus Frog,0.726,20230521_200000.BirdNET.selection.table.txt,BD-31209A,4,20230521_200000.WAV1289412897BD-31209A,Ethan,Ann,319,t-11127057_319.wav,2673.3,2673.3,1.4383,0,PCF,1
2135,Spectrogram 1,1,20230525_000000.WAV,7263,7266,0,15000,t-11127057,Pacific Chorus Frog,0.6643,20230525_000000.BirdNET.selection.table.txt,BD-31209A,4,20230525_000000.WAV72637266BD-31209A,Amy,Ann,320,t-11127057_320.wav,2653.5,2653.5,1.4154,0,PCF,1
3537,Spectrogram 1,1,20230524_200000.WAV,13503,13506,0,15000,t-11127057,Pacific Chorus Frog,0.7129,20230524_200000.BirdNET.selection.table.txt,BD-31209A,4,20230524_200000.WAV1350313506BD-31209A,Ann,Amy,321,t-11127057_321.wav,2673.3,2673.3,1.2129,0,PCF,1
3838,Spectrogram 1,1,20230526_200000.WAV,13947,13950,0,15000,t-11127057,Pacific Chorus Frog,0.6507,20230526_200000.BirdNET.selection.table.txt,BD-31209A,4,20230526_200000.WAV1394713950BD-31209A,Camille,Ethan,322,t-11127057_322.wav,6728.7,6728.7,1.3784,0.1632,PCF,1
3828,Spectrogram 1,1,20230522_200000.WAV,13977,13980,0,15000,t-11127057,Pacific Chorus Frog,0.7815,20230522_200000.BirdNET.selection.table.txt,BD-31209A,4,20230522_200000.WAV1397713980BD-31209A,Ethan,Amy,323,t-11127057_323.wav,6708.9,6708.9,1.3592,0,PCF,1
342,Spectrogram 1,1,20230523_000000.WAV,915,918,0,15000,t-11127057,Pacific Chorus Frog,0.7408,20230523_000000.BirdNET.selection.table.txt,BD-31209A,4,20230523_000000.WAV915918BD-31209A,Amy,Camille,324,t-11127057_324.wav,2542.4,2542.4,1.0554,0.1045,PCF,1
759,Spectrogram 1,1,20230524_000000.WAV,3528,3531,0,15000,t-11127057,Pacific Chorus Frog,0.7756,20230524_000000.BirdNET.selection.table.txt,BD-31209A,4,20230524_000000.WAV35283531BD-31209A,Ann,Camille,325,t-11127057_325.wav,2534.7,2534.7,1.2748,0,PCF,1
2736,Spectrogram 1,1,20230525_000000.WAV,9621,9624,0,15000,t-11127057,Pacific Chorus Frog,0.6266,20230525_000000.BirdNET.selection.table.txt,BD-31209A,4,20230525_000000.WAV96219624BD-31209A,Camille,Ethan,326,t-11127057_326.wav,6914.7,6914.7,1.104,0.3648,PCF,1
3487,Spectrogram 1,1,20230522_200000.WAV,13101,13104,0,15000,t-11127057,Pacific Chorus Frog,0.7252,20230522_200000.BirdNET.selection.table.txt,BD-31209A,4,20230522_200000.WAV1310113104BD-31209A,Ethan,Camille,327,t-11127057_327.wav,6916.4,6916.4,1.142,0,PCF,1
3554,Spectrogram 1,1,20230526_200000.WAV,13137,13140,0,15000,t-11127057,Pacific Chorus Frog,0.7551,20230526_200000.BirdNET.selection.table.txt,BD-31209A,4,20230526_200000.WAV1313713140BD-31209A,Amy,Camille,328,t-11127057_328.wav,2574.2,2574.2,1.5496,0.1045,PCF,1
1147,Spectrogram 1,1,20230521_000000.WAV,2697,2700,0,15000,t-11127057,Pacific Chorus Frog,0.6673,20230521_000000.BirdNET.selection.table.txt,BD-31209A,4,20230521_000000.WAV26972700BD-31209A,Ann,Camille,329,t-11127057_329.wav,2396,2396,0.9786,0,PCF,1
2076,Spectrogram 1,1,20230522_000000.WAV,6393,6396,0,15000,t-11127057,Pacific Chorus Frog,0.7951,20230522_000000.BirdNET.selection.table.txt,BD-31209A,4,20230522_000000.WAV63936396BD-31209A,Camille,Ann,330,t-11127057_330.wav,2752.5,2752.5,0.6953,0,PCF,1
2659,Spectrogram 1,1,20230523_000000.WAV,11064,11067,0,15000,t-11127057,Pacific Chorus Frog,0.6851,20230523_000000.BirdNET.selection.table.txt,BD-31209A,4,20230523_000000.WAV1106411067BD-31209A,Ethan,Ann,331,t-11127057_331.wav,2633.7,2633.7,0.6891,0,PCF,1
