Selection,View,Channel,Begin.File,Begin.Time..s.,End Time (s),Low Freq (Hz)_x,High Freq (Hz)_x,Species.Code,Common.Name,Confidence,birdnetfile,site,bins,date,time,reviewer_1,reviewer_2,ID,sample_id,Low Freq (Hz)_y,High Freq (Hz)_y,File Offset (s),Delta Time (s),Annotation,label,segment_id,clip_id
2785,Spectrogram 1,1,20230525_200000.WAV,13581,13584,0,15000,t-11031961,Coyote,0.9784,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Rohit,Ann,153,t-11031961_153_9sec,178.2,2772.3,0.004,0.4993,COYOTE,1,1,a
2785,Spectrogram 1,1,20230525_200000.WAV,13581,13584,0,15000,t-11031961,Coyote,0.9784,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Rohit,Ann,153,t-11031961_153_9sec,104.0,2635.8,1.2693,2.2276,COYOTE,1,2,a
2785,Spectrogram 1,1,20230525_200000.WAV,13581,13584,0,15000,t-11031961,Coyote,0.9784,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Rohit,Ann,153,t-11031961_153_9sec,237.6,3326.7,4.432,3.0,COYOTE,1,3,a
2785,Spectrogram 1,1,20230525_200000.WAV,13581,13584,0,15000,t-11031961,Coyote,0.9784,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Rohit,Ann,153,t-11031961_153_9sec,237.6,3326.7,7.432,1.3902,COYOTE,1,3,b
2744,Spectrogram 1,1,20230524_000000.WAV,14760,14763,0,15000,t-11031961,Coyote,0.9018,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Camille,Rohit,154,t-11031961_154_9sec,334.4,1969.0,0.0213,3.0,COYOTE,1,1,a
2744,Spectrogram 1,1,20230524_000000.WAV,14760,14763,0,15000,t-11031961,Coyote,0.9018,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Camille,Rohit,154,t-11031961_154_9sec,334.4,1969.0,3.0213,2.3766,COYOTE,1,1,b
2744,Spectrogram 1,1,20230524_000000.WAV,14760,14763,0,15000,t-11031961,Coyote,0.9018,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Camille,Rohit,154,t-11031961_154_9sec,222.9,1746.1,6.387,2.3197,COYOTE,1,2,a
2739,Spectrogram 1,1,20230524_000000.WAV,14748,14751,0,15000,t-11031961,Coyote,0.9775,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Diana,Camille,155,t-11031961_155_9sec,1245.5,1245.5,5.552,0.0,REMOVE,-1,1,a
2195,Spectrogram 1,1,20230527_000000.WAV,15966,15969,0,15000,t-11031961,Coyote,0.7436,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Ethan,Diana,156,t-11031961_156_9sec,456.2,2221.5,1.372,1.1558,COYOTE,1,1,a
2195,Spectrogram 1,1,20230527_000000.WAV,15966,15969,0,15000,t-11031961,Coyote,0.7436,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Ethan,Diana,156,t-11031961_156_9sec,376.9,1943.8,4.9237,1.0421,COYOTE,1,2,a
656,Spectrogram 1,1,20230522_000000.WAV,4578,4581,0,15000,t-11031961,Coyote,0.8321,20230522_000000.BirdNET.selection.table.txt,BD-29267A,5,5/22/23,00:00:00,Amy,Ethan,157,t-11031961_157_9sec,347.3,3337.6,0.0425,3.0,COYOTE,1,1,a
656,Spectrogram 1,1,20230522_000000.WAV,4578,4581,0,15000,t-11031961,Coyote,0.8321,20230522_000000.BirdNET.selection.table.txt,BD-29267A,5,5/22/23,00:00:00,Amy,Ethan,157,t-11031961_157_9sec,347.3,3337.6,3.0425,3.0,COYOTE,1,1,b
656,Spectrogram 1,1,20230522_000000.WAV,4578,4581,0,15000,t-11031961,Coyote,0.8321,20230522_000000.BirdNET.selection.table.txt,BD-29267A,5,5/22/23,00:00:00,Amy,Ethan,157,t-11031961_157_9sec,347.3,3337.6,6.0425,2.9482999999999997,COYOTE,1,1,c
3505,Spectrogram 1,1,20230523_000000.WAV,18012,18015,0,15000,t-11031961,Coyote,0.6223,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Ann,Amy,158,t-11031961_158_9sec,84.0,2982.5,0.1367,3.0,COYOTE,1,1,a
3505,Spectrogram 1,1,20230523_000000.WAV,18012,18015,0,15000,t-11031961,Coyote,0.6223,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Ann,Amy,158,t-11031961_158_9sec,84.0,2982.5,3.1367,3.0,COYOTE,1,1,b
3505,Spectrogram 1,1,20230523_000000.WAV,18012,18015,0,15000,t-11031961,Coyote,0.6223,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Ann,Amy,158,t-11031961_158_9sec,84.0,2982.5,6.1367,1.6783000000000001,COYOTE,1,1,c
3002,Spectrogram 1,1,20230527_000000.WAV,17937,17940,0,15000,t-11031961,Coyote,0.6558,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Rohit,Diana,159,t-11031961_159_9sec,104.0,3398.8,0.1443,3.0,COYOTE,1,1,a
3002,Spectrogram 1,1,20230527_000000.WAV,17937,17940,0,15000,t-11031961,Coyote,0.6558,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Rohit,Diana,159,t-11031961_159_9sec,104.0,3398.8,3.1443,2.5205,COYOTE,1,1,b
3002,Spectrogram 1,1,20230527_000000.WAV,17937,17940,0,15000,t-11031961,Coyote,0.6558,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Rohit,Diana,159,t-11031961_159_9sec,313.0,3339.1,8.9962,3.0,COYOTE,1,2,a
3002,Spectrogram 1,1,20230527_000000.WAV,17937,17940,0,15000,t-11031961,Coyote,0.6558,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Rohit,Diana,159,t-11031961_159_9sec,313.0,3339.1,11.9962,3.0,COYOTE,1,2,b
3002,Spectrogram 1,1,20230527_000000.WAV,17937,17940,0,15000,t-11031961,Coyote,0.6558,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Rohit,Diana,159,t-11031961_159_9sec,313.0,3339.1,14.9962,2.955,COYOTE,1,2,c
3091,Spectrogram 1,1,20230521_200000.WAV,9273,9276,0,15000,t-11031961,Coyote,0.2868,20230521_200000.BirdNET.selection.table.txt,BD-29267A,2,5/21/23,20:00:00,Camille,Amy,15,t-11031961_15_9sec,,,,,,0,1,a
2993,Spectrogram 1,1,20230527_000000.WAV,17925,17928,0,15000,t-11031961,Coyote,0.9568,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Camille,Ann,160,t-11031961_160_9sec,118.8,3722.8,0.0239,3.0,COYOTE,1,1,a
2993,Spectrogram 1,1,20230527_000000.WAV,17925,17928,0,15000,t-11031961,Coyote,0.9568,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Camille,Ann,160,t-11031961_160_9sec,118.8,3722.8,3.0239,3.0,COYOTE,1,1,b
2993,Spectrogram 1,1,20230527_000000.WAV,17925,17928,0,15000,t-11031961,Coyote,0.9568,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Camille,Ann,160,t-11031961_160_9sec,118.8,3722.8,6.0239,2.9406,COYOTE,1,1,c
2749,Spectrogram 1,1,20230524_000000.WAV,14769,14772,0,15000,t-11031961,Coyote,0.9668,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Diana,Rohit,161,t-11031961_161_9sec,148.6,2043.3,0.0319,3.0,COYOTE,1,1,a
2749,Spectrogram 1,1,20230524_000000.WAV,14769,14772,0,15000,t-11031961,Coyote,0.9668,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Diana,Rohit,161,t-11031961_161_9sec,148.6,2043.3,3.0319,3.0,COYOTE,1,1,b
2749,Spectrogram 1,1,20230524_000000.WAV,14769,14772,0,15000,t-11031961,Coyote,0.9668,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Diana,Rohit,161,t-11031961_161_9sec,148.6,2043.3,6.0319,2.9191000000000003,COYOTE,1,1,c
1793,Spectrogram 1,1,20230527_000000.WAV,14358,14361,0,15000,t-11031961,Coyote,0.8906,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ethan,Amy,162,t-11031961_162_9sec,126.0,3612.5,4.4314,3.0,COYOTE,1,1,a
1793,Spectrogram 1,1,20230527_000000.WAV,14358,14361,0,15000,t-11031961,Coyote,0.8906,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ethan,Amy,162,t-11031961_162_9sec,126.0,3612.5,7.4314,1.4954999999999998,COYOTE,1,1,b
3010,Spectrogram 1,1,20230527_000000.WAV,17955,17958,0,15000,t-11031961,Coyote,0.6967,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Amy,Ethan,163,t-11031961_163_9sec,194.6,3464.2,0.9629,3.0,COYOTE,1,1,a
3010,Spectrogram 1,1,20230527_000000.WAV,17955,17958,0,15000,t-11031961,Coyote,0.6967,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Amy,Ethan,163,t-11031961_163_9sec,194.6,3464.2,3.9629,1.5995,COYOTE,1,1,b
2742,Spectrogram 1,1,20230524_000000.WAV,14754,14757,0,15000,t-11031961,Coyote,0.8608,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Ann,Ethan,164,t-11031961_164_9sec,1303.9,1303.9,4.0378,0.0,REMOVE,-1,1,a
2742,Spectrogram 1,1,20230524_000000.WAV,14754,14757,0,15000,t-11031961,Coyote,0.8608,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Ann,Ethan,164,t-11031961_164_9sec,117.6,4588.2,8.9909,3.0,COYOTE,1,2,a
2742,Spectrogram 1,1,20230524_000000.WAV,14754,14757,0,15000,t-11031961,Coyote,0.8608,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Ann,Ethan,164,t-11031961_164_9sec,117.6,4588.2,11.9909,1.2065000000000001,COYOTE,1,2,b
2991,Spectrogram 1,1,20230527_000000.WAV,17922,17925,0,15000,t-11031961,Coyote,0.9443,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Rohit,Amy,165,t-11031961_165_9sec,0.0,3191.7,0.1381,3.0,COYOTE,1,1,a
2991,Spectrogram 1,1,20230527_000000.WAV,17922,17925,0,15000,t-11031961,Coyote,0.9443,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Rohit,Amy,165,t-11031961_165_9sec,0.0,3191.7,3.1381,3.0,COYOTE,1,1,b
2991,Spectrogram 1,1,20230527_000000.WAV,17922,17925,0,15000,t-11031961,Coyote,0.9443,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Rohit,Amy,165,t-11031961_165_9sec,0.0,3191.7,6.1381,2.7165,COYOTE,1,1,c
3496,Spectrogram 1,1,20230523_000000.WAV,17997,18000,0,15000,t-11031961,Coyote,0.6697,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Camille,Rohit,166,t-11031961_166_9sec,557.3,2043.3,0.0304,0.3237,COYOTE,1,1,a
3496,Spectrogram 1,1,20230523_000000.WAV,17997,18000,0,15000,t-11031961,Coyote,0.6697,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Camille,Rohit,166,t-11031961_166_9sec,260.1,2972.1,3.6146,1.6004,COYOTE,1,2,a
3496,Spectrogram 1,1,20230523_000000.WAV,17997,18000,0,15000,t-11031961,Coyote,0.6697,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Camille,Rohit,166,t-11031961_166_9sec,148.6,2340.6,5.5927,2.4096,COYOTE,1,3,a
3496,Spectrogram 1,1,20230523_000000.WAV,17997,18000,0,15000,t-11031961,Coyote,0.6697,20230523_000000.BirdNET.selection.table.txt,BD-29267A,4,5/23/23,00:00:00,Camille,Rohit,166,t-11031961_166_9sec,334.4,2897.8,8.4432,0.5035,COYOTE,1,4,a
2988,Spectrogram 1,1,20230527_000000.WAV,17916,17919,0,15000,t-11031961,Coyote,0.9668,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Diana,Ann,167,t-11031961_167_9sec,217.8,3980.2,0.0247,3.0,COYOTE,1,1,a
2988,Spectrogram 1,1,20230527_000000.WAV,17916,17919,0,15000,t-11031961,Coyote,0.9668,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Diana,Ann,167,t-11031961_167_9sec,217.8,3980.2,3.0247,3.0,COYOTE,1,1,b
2988,Spectrogram 1,1,20230527_000000.WAV,17916,17919,0,15000,t-11031961,Coyote,0.9668,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Diana,Ann,167,t-11031961_167_9sec,217.8,3980.2,6.0247,2.9499999999999993,COYOTE,1,1,c
2740,Spectrogram 1,1,20230524_000000.WAV,14751,14754,0,15000,t-11031961,Coyote,0.7548,20230524_000000.BirdNET.selection.table.txt,BD-29267A,4,5/24/23,00:00:00,Ethan,Ann,168,t-11031961_168_9sec,158.4,2633.7,0.0381,3.0,COYOTE,1,1,a
2740,Spectrogram 1,1,20230524_000000.WAV,14751,14754,0,15000,t-11031961,Coyote,0.7548,20230524_000000.BirdNET.selection.table.txt,BD-29267A,4,5/24/23,00:00:00,Ethan,Ann,168,t-11031961_168_9sec,158.4,2633.7,3.0381,3.0,COYOTE,1,1,b
2740,Spectrogram 1,1,20230524_000000.WAV,14751,14754,0,15000,t-11031961,Coyote,0.7548,20230524_000000.BirdNET.selection.table.txt,BD-29267A,4,5/24/23,00:00:00,Ethan,Ann,168,t-11031961_168_9sec,158.4,2633.7,6.0381,2.9595000000000002,COYOTE,1,1,c
766,Spectrogram 1,1,20230522_000000.WAV,4914,4917,0,15000,t-11031961,Coyote,0.1333,20230522_000000.BirdNET.selection.table.txt,BD-29267A,1,5/22/23,00:00:00,Diana,Amy,16,t-11031961_16_9sec,,,,,,0,1,a
3008,Spectrogram 1,1,20230527_000000.WAV,17949,17952,0,15000,t-11031961,Coyote,0.9842,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ann,Rohit,170,t-11031961_170_9sec,0.0,3428.6,0.0897,3.0,COYOTE,1,1,a
3008,Spectrogram 1,1,20230527_000000.WAV,17949,17952,0,15000,t-11031961,Coyote,0.9842,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ann,Rohit,170,t-11031961_170_9sec,0.0,3428.6,3.0897,1.1718000000000002,COYOTE,1,1,b
3008,Spectrogram 1,1,20230527_000000.WAV,17949,17952,0,15000,t-11031961,Coyote,0.9842,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ann,Rohit,170,t-11031961_170_9sec,137.3,3333.3,7.1604,1.8183,COYOTE,1,2,a
426,Spectrogram 1,1,20230521_000000.WAV,2745,2748,0,15000,t-11031961,Coyote,0.6777,20230521_000000.BirdNET.selection.table.txt,BD-29267A,4,5/21/23,00:00:00,Rohit,Amy,171,t-11031961_171_9sec,69.6,2330.4,0.0242,3.0,COYOTE,1,1,a
426,Spectrogram 1,1,20230521_000000.WAV,2745,2748,0,15000,t-11031961,Coyote,0.6777,20230521_000000.BirdNET.selection.table.txt,BD-29267A,4,5/21/23,00:00:00,Rohit,Amy,171,t-11031961_171_9sec,69.6,2330.4,3.0242,3.0,COYOTE,1,1,b
426,Spectrogram 1,1,20230521_000000.WAV,2745,2748,0,15000,t-11031961,Coyote,0.6777,20230521_000000.BirdNET.selection.table.txt,BD-29267A,4,5/21/23,00:00:00,Rohit,Amy,171,t-11031961_171_9sec,69.6,2330.4,6.0242,2.9139999999999997,COYOTE,1,1,c
3493,Spectrogram 1,1,20230523_000000.WAV,17991,17994,0,15000,t-11031961,Coyote,0.9276,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Camille,Ann,172,t-11031961_172_9sec,277.2,2792.1,0.795,1.2342,COYOTE,1,1,a
3493,Spectrogram 1,1,20230523_000000.WAV,17991,17994,0,15000,t-11031961,Coyote,0.9276,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Camille,Ann,172,t-11031961_172_9sec,118.8,3207.9,2.8487,0.961,COYOTE,1,2,a
3493,Spectrogram 1,1,20230523_000000.WAV,17991,17994,0,15000,t-11031961,Coyote,0.9276,20230523_000000.BirdNET.selection.table.txt,BD-29267A,5,5/23/23,00:00:00,Camille,Ann,172,t-11031961_172_9sec,138.6,3227.7,4.6293,1.8465,COYOTE,1,3,a
1747,Spectrogram 1,1,20230524_000000.WAV,8655,8658,0,15000,t-11031961,Coyote,0.6306,20230524_000000.BirdNET.selection.table.txt,BD-29267A,4,5/24/23,00:00:00,Diana,Rohit,173,t-11031961_173_9sec,,,,,,0,1,a
1917,Spectrogram 1,1,20230521_000000.WAV,15996,15999,0,15000,t-11031961,Coyote,0.782,20230521_000000.BirdNET.selection.table.txt,BD-29267A,4,5/21/23,00:00:00,Ethan,Diana,174,t-11031961_174_9sec,436.4,2816.5,3.0236,0.7958,COYOTE,1,1,a
1917,Spectrogram 1,1,20230521_000000.WAV,15996,15999,0,15000,t-11031961,Coyote,0.782,20230521_000000.BirdNET.selection.table.txt,BD-29267A,4,5/21/23,00:00:00,Ethan,Diana,174,t-11031961_174_9sec,277.7,2459.5,5.3731,0.9853,COYOTE,1,2,a
1917,Spectrogram 1,1,20230521_000000.WAV,15996,15999,0,15000,t-11031961,Coyote,0.782,20230521_000000.BirdNET.selection.table.txt,BD-29267A,4,5/21/23,00:00:00,Ethan,Diana,174,t-11031961_174_9sec,277.7,2122.3,7.9499,0.9095,COYOTE,1,3,a
411,Spectrogram 1,1,20230521_000000.WAV,2727,2730,0,15000,t-11031961,Coyote,0.506,20230521_000000.BirdNET.selection.table.txt,BD-29267A,3,5/21/23,00:00:00,Amy,Diana,175,t-11031961_175_9sec,0.0,2510.6,3.0618,3.0,COYOTE,1,1,a
411,Spectrogram 1,1,20230521_000000.WAV,2727,2730,0,15000,t-11031961,Coyote,0.506,20230521_000000.BirdNET.selection.table.txt,BD-29267A,3,5/21/23,00:00:00,Amy,Diana,175,t-11031961_175_9sec,0.0,2510.6,6.0618,2.9044,COYOTE,1,1,b
2750,Spectrogram 1,1,20230524_000000.WAV,14772,14775,0,15000,t-11031961,Coyote,0.9027,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Ann,Diana,176,t-11031961_176_9sec,117.6,2215.7,0.0495,3.0,COYOTE,1,1,a
2750,Spectrogram 1,1,20230524_000000.WAV,14772,14775,0,15000,t-11031961,Coyote,0.9027,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Ann,Diana,176,t-11031961_176_9sec,117.6,2215.7,3.0495,3.0,COYOTE,1,1,b
2750,Spectrogram 1,1,20230524_000000.WAV,14772,14775,0,15000,t-11031961,Coyote,0.9027,20230524_000000.BirdNET.selection.table.txt,BD-29267A,5,5/24/23,00:00:00,Ann,Diana,176,t-11031961_176_9sec,117.6,2215.7,6.0495,2.9217999999999993,COYOTE,1,1,c
644,Spectrogram 1,1,20230522_000000.WAV,4560,4563,0,15000,t-11031961,Coyote,0.8324,20230522_000000.BirdNET.selection.table.txt,BD-29267A,5,5/22/23,00:00:00,Rohit,Ann,177,t-11031961_177_9sec,278.3,2678.3,0.0101,3.0,COYOTE,1,1,a
644,Spectrogram 1,1,20230522_000000.WAV,4560,4563,0,15000,t-11031961,Coyote,0.8324,20230522_000000.BirdNET.selection.table.txt,BD-29267A,5,5/22/23,00:00:00,Rohit,Ann,177,t-11031961_177_9sec,278.3,2678.3,3.0101,3.0,COYOTE,1,1,b
644,Spectrogram 1,1,20230522_000000.WAV,4560,4563,0,15000,t-11031961,Coyote,0.8324,20230522_000000.BirdNET.selection.table.txt,BD-29267A,5,5/22/23,00:00:00,Rohit,Ann,177,t-11031961_177_9sec,278.3,2678.3,6.0101,2.9369999999999994,COYOTE,1,1,c
716,Spectrogram 1,1,20230522_000000.WAV,4749,4752,0,15000,t-11031961,Coyote,0.8712,20230522_000000.BirdNET.selection.table.txt,BD-29267A,5,5/22/23,00:00:00,Camille,Rohit,178,t-11031961_178_9sec,521.7,2236.0,3.9033,0.953,COYOTE,1,1,a
716,Spectrogram 1,1,20230522_000000.WAV,4749,4752,0,15000,t-11031961,Coyote,0.8712,20230522_000000.BirdNET.selection.table.txt,BD-29267A,5,5/22/23,00:00:00,Camille,Rohit,178,t-11031961_178_9sec,310.1,1519.4,5.2802,2.1876,COYOTE,1,2,a
2793,Spectrogram 1,1,20230525_200000.WAV,13593,13596,0,15000,t-11031961,Coyote,0.9912,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Diana,Ann,179,t-11031961_179_9sec,217.8,3703.0,0.7258,3.0,COYOTE,1,1,a
2793,Spectrogram 1,1,20230525_200000.WAV,13593,13596,0,15000,t-11031961,Coyote,0.9912,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Diana,Ann,179,t-11031961_179_9sec,217.8,3703.0,3.7258,2.0873999999999997,COYOTE,1,1,b
2793,Spectrogram 1,1,20230525_200000.WAV,13593,13596,0,15000,t-11031961,Coyote,0.9912,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Diana,Ann,179,t-11031961_179_9sec,316.8,3485.1,6.9154,2.0915,COYOTE,1,2,a
452,Spectrogram 1,1,20230522_200000.WAV,2109,2112,0,15000,t-11031961,Coyote,0.1529,20230522_200000.BirdNET.selection.table.txt,BD-29267A,1,5/22/23,20:00:00,Ethan,Amy,17,t-11031961_17_9sec,,,,,,0,1,a
2147,Spectrogram 1,1,20230527_000000.WAV,15882,15885,0,15000,t-11031961,Coyote,0.7743,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Ethan,Rohit,180,t-11031961_180_9sec,317.4,3173.6,3.616,3.0,COYOTE,1,1,a
2147,Spectrogram 1,1,20230527_000000.WAV,15882,15885,0,15000,t-11031961,Coyote,0.7743,20230527_000000.BirdNET.selection.table.txt,BD-29267A,4,5/27/23,00:00:00,Ethan,Rohit,180,t-11031961_180_9sec,317.4,3173.6,6.616,2.4000000000000004,COYOTE,1,1,b
2761,Spectrogram 1,1,20230525_200000.WAV,13467,13470,0,15000,t-11031961,Coyote,0.8431,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Amy,Diana,181,t-11031961_181_9sec,233.5,3561.5,4.6896,2.1416,COYOTE,1,1,a
2981,Spectrogram 1,1,20230527_000000.WAV,17904,17907,0,15000,t-11031961,Coyote,0.8112,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ann,Amy,182,t-11031961_182_9sec,98.0,4294.1,0.0057,3.0,COYOTE,1,1,a
2981,Spectrogram 1,1,20230527_000000.WAV,17904,17907,0,15000,t-11031961,Coyote,0.8112,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ann,Amy,182,t-11031961_182_9sec,98.0,4294.1,3.0057,3.0,COYOTE,1,1,b
2981,Spectrogram 1,1,20230527_000000.WAV,17904,17907,0,15000,t-11031961,Coyote,0.8112,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Ann,Amy,182,t-11031961_182_9sec,98.0,4294.1,6.0057,2.9877000000000002,COYOTE,1,1,c
2989,Spectrogram 1,1,20230527_000000.WAV,17919,17922,0,15000,t-11031961,Coyote,0.5849,20230527_000000.BirdNET.selection.table.txt,BD-29267A,3,5/27/23,00:00:00,Rohit,Amy,183,t-11031961_183_9sec,173.9,3269.6,0.0256,3.0,COYOTE,1,1,a
2989,Spectrogram 1,1,20230527_000000.WAV,17919,17922,0,15000,t-11031961,Coyote,0.5849,20230527_000000.BirdNET.selection.table.txt,BD-29267A,3,5/27/23,00:00:00,Rohit,Amy,183,t-11031961_183_9sec,173.9,3269.6,3.0256,3.0,COYOTE,1,1,b
2989,Spectrogram 1,1,20230527_000000.WAV,17919,17922,0,15000,t-11031961,Coyote,0.5849,20230527_000000.BirdNET.selection.table.txt,BD-29267A,3,5/27/23,00:00:00,Rohit,Amy,183,t-11031961_183_9sec,173.9,3269.6,6.0256,2.9369999999999994,COYOTE,1,1,c
1822,Spectrogram 1,1,20230527_000000.WAV,14409,14412,0,15000,t-11031961,Coyote,0.9604,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Camille,Diana,184,t-11031961_184_9sec,271.845,2912.621,0.0601,1.4888,COYOTE,1,1,a
1822,Spectrogram 1,1,20230527_000000.WAV,14409,14412,0,15000,t-11031961,Coyote,0.9604,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Camille,Diana,184,t-11031961_184_9sec,93.0,3627.9,3.9741,3.0,COYOTE,1,2,a
1822,Spectrogram 1,1,20230527_000000.WAV,14409,14412,0,15000,t-11031961,Coyote,0.9604,20230527_000000.BirdNET.selection.table.txt,BD-29267A,5,5/27/23,00:00:00,Camille,Diana,184,t-11031961_184_9sec,93.0,3627.9,6.9741,1.9790999999999999,COYOTE,1,2,b
2787,Spectrogram 1,1,20230525_200000.WAV,13584,13587,0,15000,t-11031961,Coyote,0.7445,20230525_200000.BirdNET.selection.table.txt,BD-29267A,4,5/25/23,20:00:00,Diana,Ann,185,t-11031961_185_9sec,158.4,2415.8,0.0833,0.3392,COYOTE,1,1,a
2787,Spectrogram 1,1,20230525_200000.WAV,13584,13587,0,15000,t-11031961,Coyote,0.7445,20230525_200000.BirdNET.selection.table.txt,BD-29267A,4,5/25/23,20:00:00,Diana,Ann,185,t-11031961_185_9sec,198.0,3405.9,1.5247,3.0,COYOTE,1,2,a
2787,Spectrogram 1,1,20230525_200000.WAV,13584,13587,0,15000,t-11031961,Coyote,0.7445,20230525_200000.BirdNET.selection.table.txt,BD-29267A,4,5/25/23,20:00:00,Diana,Ann,185,t-11031961_185_9sec,198.0,3405.9,4.5247,0.9474,COYOTE,1,2,b
2787,Spectrogram 1,1,20230525_200000.WAV,13584,13587,0,15000,t-11031961,Coyote,0.7445,20230525_200000.BirdNET.selection.table.txt,BD-29267A,4,5/25/23,20:00:00,Diana,Ann,185,t-11031961_185_9sec,118.8,3247.5,6.0563,2.4495,COYOTE,1,3,a
2797,Spectrogram 1,1,20230525_200000.WAV,13602,13605,0,15000,t-11031961,Coyote,0.9881,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Ethan,Diana,186,t-11031961_186_9sec,277.7,3114.0,0.035,3.0,COYOTE,1,1,a
2797,Spectrogram 1,1,20230525_200000.WAV,13602,13605,0,15000,t-11031961,Coyote,0.9881,20230525_200000.BirdNET.selection.table.txt,BD-29267A,5,5/25/23,20:00:00,Ethan,Diana,186,t-11031961_186_9sec,277.7,3114.0,3.035,3.0,COYOTE,1,1,b
