Selection,View,Channel,Begin File_x,Begin Time (s),End Time (s),Low Freq (Hz)_x,High Freq (Hz)_x,Species Code,Common Name,Confidence,birdnetfile,site,bins,realID,reviewer_1,reviewer_2,ID,sample_id,Low Freq (Hz)_y,High Freq (Hz)_y,File Offset (s),Delta Time (s),Annotation,label,segment_id
1079,Spectrogram 1,1,20230527_200000.WAV,4536,4539,0,15000,t-11105570,Woodhouse's Toad,0.4205,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV45364539BD-29267B,Amy,Ann,288,t-11105570_288_9sec.wav,1064.5,2329.6,1.7792,2.0835,WT,1,2
1079,Spectrogram 1,1,20230527_200000.WAV,4536,4539,0,15000,t-11105570,Woodhouse's Toad,0.4205,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV45364539BD-29267B,Amy,Ann,288,t-11105570_288_9sec.wav,1110.8,2345,4.8027,2.1619,WT,1,3
3848,Spectrogram 1,1,20230522_200000.WAV,9192,9195,0,15000,t-11105570,Woodhouse's Toad,0.144,20230522_200000.BirdNET.selection.table.txt,BD-29267A,1,20230522_200000.WAV91929195BD-29267A,Diana,Ethan,28,t-11105570_28_9sec.wav,1020.2,1884.7,6.8251,2.1612,WT,1,3
320,Spectrogram 1,1,20230524_200000.WAV,2031,2034,0,15000,t-11105570,Woodhouse's Toad,0.4529,20230524_200000.BirdNET.selection.table.txt,BD-29267B,3,20230524_200000.WAV20312034BD-29267B,Rohit,Ann,290,t-11105570_290_9sec.wav,993.9,2278.8,2.3832,2.0451,WT,1,2
320,Spectrogram 1,1,20230524_200000.WAV,2031,2034,0,15000,t-11105570,Woodhouse's Toad,0.4529,20230524_200000.BirdNET.selection.table.txt,BD-29267B,3,20230524_200000.WAV20312034BD-29267B,Rohit,Ann,290,t-11105570_290_9sec.wav,1049.5,2079.2,6.2815,1.5451,WT,1,3
2389,Spectrogram 1,1,20230527_200000.WAV,10314,10317,0,15000,t-11105570,Woodhouse's Toad,0.5619,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV1031410317BD-29267B,Diana,Camille,292,t-11105570_292_9sec.wav,1116.3,1891.5,3.1921,2.2529,WT,1,1
2389,Spectrogram 1,1,20230527_200000.WAV,10314,10317,0,15000,t-11105570,Woodhouse's Toad,0.5619,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV1031410317BD-29267B,Diana,Camille,292,t-11105570_292_9sec.wav,1147.3,1953.5,7.3641,1.4602,WT,1,2
766,Spectrogram 1,1,20230527_200000.WAV,3663,3666,0,15000,t-11105570,Woodhouse's Toad,0.5507,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV36633666BD-29267B,Ethan,Rohit,293,t-11105570_293_9sec.wav,1164.3,2122.1,7.3862,1.5611,WT,1,2
1967,Spectrogram 1,1,20230527_200000.WAV,7122,7125,0,15000,t-11105570,Woodhouse's Toad,0.5508,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV71227125BD-29267B,Amy,Camille,294,t-11105570_294_9sec.wav,1095.4,2159.9,2.774,1.9896,WT,1,2
1967,Spectrogram 1,1,20230527_200000.WAV,7122,7125,0,15000,t-11105570,Woodhouse's Toad,0.5508,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV71227125BD-29267B,Amy,Camille,294,t-11105570_294_9sec.wav,941.1,2206.2,5.3288,2.5692,WT,1,3
828,Spectrogram 1,1,20230522_200000.WAV,3960,3963,0,15000,t-11105570,Woodhouse's Toad,0.4944,20230522_200000.BirdNET.selection.table.txt,BD-29267B,3,20230522_200000.WAV39603963BD-29267B,Ann,Rohit,295,t-11105570_295_9sec.wav,1183.1,2065.7,3.6241,1.8421,WT,1,1
1928,Spectrogram 1,1,20230521_200000.WAV,9717,9720,0,15000,t-11105570,Woodhouse's Toad,0.5236,20230521_200000.BirdNET.selection.table.txt,BD-29267B,3,20230521_200000.WAV97179720BD-29267B,Rohit,Ethan,296,t-11105570_296_9sec.wav,1227.7,1936.6,2.9683,1.5853,WT,1,1
1928,Spectrogram 1,1,20230521_200000.WAV,9717,9720,0,15000,t-11105570,Woodhouse's Toad,0.5236,20230521_200000.BirdNET.selection.table.txt,BD-29267B,3,20230521_200000.WAV97179720BD-29267B,Rohit,Ethan,296,t-11105570_296_9sec.wav,1115.2,2109.1,4.8096,2.0763,WT,1,2
1343,Spectrogram 1,1,20230522_200000.WAV,6861,6864,0,15000,t-11105570,Woodhouse's Toad,0.5494,20230522_200000.BirdNET.selection.table.txt,BD-29267B,3,20230522_200000.WAV68616864BD-29267B,Camille,Rohit,297,t-11105570_297_9sec.wav,1147.3,1891.5,1.3851,1.3879,WT,1,1
1343,Spectrogram 1,1,20230522_200000.WAV,6861,6864,0,15000,t-11105570,Woodhouse's Toad,0.5494,20230522_200000.BirdNET.selection.table.txt,BD-29267B,3,20230522_200000.WAV68616864BD-29267B,Camille,Rohit,297,t-11105570_297_9sec.wav,1240.3,1891.5,7.2689,1.4661,WT,1,3
3813,Spectrogram 1,1,20230524_200000.WAV,12879,12882,0,15000,t-11105570,Woodhouse's Toad,0.4785,20230524_200000.BirdNET.selection.table.txt,BD-29267B,3,20230524_200000.WAV1287912882BD-29267B,Diana,Camille,298,t-11105570_298_9sec.wav,1054.3,1891.5,1.9221,1.5854,WT,1,1
3813,Spectrogram 1,1,20230524_200000.WAV,12879,12882,0,15000,t-11105570,Woodhouse's Toad,0.4785,20230524_200000.BirdNET.selection.table.txt,BD-29267B,3,20230524_200000.WAV1287912882BD-29267B,Diana,Camille,298,t-11105570_298_9sec.wav,1158.621,1696.552,3.9511,1.5656,WT,1,2
3813,Spectrogram 1,1,20230524_200000.WAV,12879,12882,0,15000,t-11105570,Woodhouse's Toad,0.4785,20230524_200000.BirdNET.selection.table.txt,BD-29267B,3,20230524_200000.WAV1287912882BD-29267B,Diana,Camille,298,t-11105570_298_9sec.wav,993.103,1696.552,7.4499,1.4984,WT,1,3
1223,Spectrogram 1,1,20230524_000000.WAV,4569,4572,0,15000,t-11105570,Woodhouse's Toad,0.4191,20230524_000000.BirdNET.selection.table.txt,BD-29267B,3,20230524_000000.WAV45694572BD-29267B,Ethan,Amy,299,t-11105570_299_9sec.wav,1073.8,1885.6,0.0144,1.6694,WT,1,1
2040,Spectrogram 1,1,20230524_200000.WAV,7524,7527,0,15000,t-11105570,Woodhouse's Toad,0.1361,20230524_200000.BirdNET.selection.table.txt,BD-29267A,1,20230524_200000.WAV75247527BD-29267A,Ethan,Rohit,29,t-11105570_29_9sec.wav,992.5,1887.8,2.8148,2.2766,WT,1,1
522,Spectrogram 1,1,20230525_200000.WAV,3123,3126,0,15000,t-11105570,Woodhouse's Toad,0.5535,20230525_200000.BirdNET.selection.table.txt,BD-29267B,3,20230525_200000.WAV31233126BD-29267B,Amy,Ethan,300,t-11105570_300_9sec.wav,1072,1867.4,0.0049,1.2374,WT,1,1
522,Spectrogram 1,1,20230525_200000.WAV,3123,3126,0,15000,t-11105570,Woodhouse's Toad,0.5535,20230525_200000.BirdNET.selection.table.txt,BD-29267B,3,20230525_200000.WAV31233126BD-29267B,Amy,Ethan,300,t-11105570_300_9sec.wav,1018.2,2005.6,4.0364,1.7702,WT,1,2
1057,Spectrogram 1,1,20230527_200000.WAV,4494,4497,0,15000,t-11105570,Woodhouse's Toad,0.5555,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV44944497BD-29267B,Ann,Diana,301,t-11105570_301_9sec.wav,1208.238,1977.117,2.1513,1.6401,WT,1,2
1057,Spectrogram 1,1,20230527_200000.WAV,4494,4497,0,15000,t-11105570,Woodhouse's Toad,0.5555,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV44944497BD-29267B,Ann,Diana,301,t-11105570_301_9sec.wav,1108.9,2118.8,5.0618,2.7698,WT,1,3
959,Spectrogram 1,1,20230527_200000.WAV,4203,4206,0,15000,t-11105570,Woodhouse's Toad,0.551,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV42034206BD-29267B,Camille,Amy,303,t-11105570_303_9sec.wav,1155.2,2247.3,6.5289,2.1107,WT,1,3
237,Spectrogram 1,1,20230525_200000.WAV,1731,1734,0,15000,t-11105570,Woodhouse's Toad,0.5937,20230525_200000.BirdNET.selection.table.txt,BD-29267B,3,20230525_200000.WAV17311734BD-29267B,Diana,Ethan,304,t-11105570_304_9sec.wav,1123.9,1798.3,1.1355,1.9502,WT,1,1
237,Spectrogram 1,1,20230525_200000.WAV,1731,1734,0,15000,t-11105570,Woodhouse's Toad,0.5937,20230525_200000.BirdNET.selection.table.txt,BD-29267B,3,20230525_200000.WAV17311734BD-29267B,Diana,Ethan,304,t-11105570_304_9sec.wav,1089.3,1832.9,5.4181,1.4484,WT,1,3
237,Spectrogram 1,1,20230525_200000.WAV,1731,1734,0,15000,t-11105570,Woodhouse's Toad,0.5937,20230525_200000.BirdNET.selection.table.txt,BD-29267B,3,20230525_200000.WAV17311734BD-29267B,Diana,Ethan,304,t-11105570_304_9sec.wav,1002.9,1936.6,7.9532,1.015,WT,1,4
1844,Spectrogram 1,1,20230522_200000.WAV,8745,8748,0,15000,t-11105570,Woodhouse's Toad,0.5073,20230522_200000.BirdNET.selection.table.txt,BD-29267B,3,20230522_200000.WAV87458748BD-29267B,Ethan,Rohit,305,t-11105570_305_9sec.wav,1086.8,1885.6,0.886,1.9274,WT,1,1
1844,Spectrogram 1,1,20230522_200000.WAV,8745,8748,0,15000,t-11105570,Woodhouse's Toad,0.5073,20230522_200000.BirdNET.selection.table.txt,BD-29267B,3,20230522_200000.WAV87458748BD-29267B,Ethan,Rohit,305,t-11105570_305_9sec.wav,1145.5,2046.9,4.1395,2.2012,WT,1,2
483,Spectrogram 1,1,20230521_200000.WAV,2955,2958,0,15000,t-11105570,Woodhouse's Toad,0.5429,20230521_200000.BirdNET.selection.table.txt,BD-29267B,3,20230521_200000.WAV29552958BD-29267B,Amy,Ann,306,t-11105570_306_9sec.wav,1079.9,1943.9,5.3525,1.5822,WT,1,1
821,Spectrogram 1,1,20230523_200000.WAV,5121,5124,0,15000,t-11105570,Woodhouse's Toad,0.4938,20230523_200000.BirdNET.selection.table.txt,BD-29267B,3,20230523_200000.WAV51215124BD-29267B,Ann,Ethan,307,t-11105570_307_9sec.wav,1306.9,2039.6,0.5603,1.7617,WT,1,1
821,Spectrogram 1,1,20230523_200000.WAV,5121,5124,0,15000,t-11105570,Woodhouse's Toad,0.4938,20230523_200000.BirdNET.selection.table.txt,BD-29267B,3,20230523_200000.WAV51215124BD-29267B,Ann,Ethan,307,t-11105570_307_9sec.wav,1054.8,1988.5,3.3329,1.6366,WT,1,2
821,Spectrogram 1,1,20230523_200000.WAV,5121,5124,0,15000,t-11105570,Woodhouse's Toad,0.4938,20230523_200000.BirdNET.selection.table.txt,BD-29267B,3,20230523_200000.WAV51215124BD-29267B,Ann,Ethan,307,t-11105570_307_9sec.wav,1158.5,2023.1,6.2103,1.7564,WT,1,3
459,Spectrogram 1,1,20230523_200000.WAV,3690,3693,0,15000,t-11105570,Woodhouse's Toad,0.5552,20230523_200000.BirdNET.selection.table.txt,BD-29267B,3,20230523_200000.WAV36903693BD-29267B,Camille,Ethan,309,t-11105570_309_9sec.wav,1240.3,1953.5,3.2533,1.8179,WT,1,1
854,Spectrogram 1,1,20230524_200000.WAV,3585,3588,0,15000,t-11105570,Woodhouse's Toad,0.4166,20230524_200000.BirdNET.selection.table.txt,BD-29267B,3,20230524_200000.WAV35853588BD-29267B,Diana,Amy,310,t-11105570_310_9sec.wav,882.1,1932.3,0.0845,1.9327,WT,1,1
854,Spectrogram 1,1,20230524_200000.WAV,3585,3588,0,15000,t-11105570,Woodhouse's Toad,0.4166,20230524_200000.BirdNET.selection.table.txt,BD-29267B,3,20230524_200000.WAV35853588BD-29267B,Diana,Amy,310,t-11105570_310_9sec.wav,1155.2,1911.3,3.0599,1.7293,WT,1,2
854,Spectrogram 1,1,20230524_200000.WAV,3585,3588,0,15000,t-11105570,Woodhouse's Toad,0.4166,20230524_200000.BirdNET.selection.table.txt,BD-29267B,3,20230524_200000.WAV35853588BD-29267B,Diana,Amy,310,t-11105570_310_9sec.wav,1029.2,1995.3,6.4167,1.8056,WT,1,3
1718,Spectrogram 1,1,20230524_200000.WAV,5907,5910,0,15000,t-11105570,Woodhouse's Toad,0.5312,20230524_200000.BirdNET.selection.table.txt,BD-29267B,3,20230524_200000.WAV59075910BD-29267B,Ethan,Diana,311,t-11105570_311_9sec.wav,1021.4,2016.6,1.0441,1.7339,WT,1,1
1718,Spectrogram 1,1,20230524_200000.WAV,5907,5910,0,15000,t-11105570,Woodhouse's Toad,0.5312,20230524_200000.BirdNET.selection.table.txt,BD-29267B,3,20230524_200000.WAV59075910BD-29267B,Ethan,Diana,311,t-11105570_311_9sec.wav,1139.2,1872.5,4.2496,2.0645,WT,1,2
2195,Spectrogram 1,1,20230522_200000.WAV,9837,9840,0,15000,t-11105570,Woodhouse's Toad,0.4744,20230522_200000.BirdNET.selection.table.txt,BD-29267B,3,20230522_200000.WAV98379840BD-29267B,Amy,Rohit,312,t-11105570_312_9sec.wav,1145.5,1953.1,4.7592,2.6071,WT,1,1
2295,Spectrogram 1,1,20230523_200000.WAV,9405,9408,0,15000,t-11105570,Woodhouse's Toad,0.5789,20230523_200000.BirdNET.selection.table.txt,BD-29267B,3,20230523_200000.WAV94059408BD-29267B,Ann,Camille,313,t-11105570_313_9sec.wav,1054.3,2077.5,0.9024,1.5437,WT,1,1
832,Spectrogram 1,1,20230522_200000.WAV,3996,3999,0,15000,t-11105570,Woodhouse's Toad,0.5523,20230522_200000.BirdNET.selection.table.txt,BD-29267B,3,20230522_200000.WAV39963999BD-29267B,Camille,Diana,315,t-11105570_315_9sec.wav,1178.3,2139.5,5.1181,1.7006,WT,1,1
1952,Spectrogram 1,1,20230527_200000.WAV,7083,7086,0,15000,t-11105570,Woodhouse's Toad,0.5123,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV70837086BD-29267B,Diana,Amy,316,t-11105570_316_9sec.wav,1117.241,1820.69,0.4362,2.2668,WT,1,1
1952,Spectrogram 1,1,20230527_200000.WAV,7083,7086,0,15000,t-11105570,Woodhouse's Toad,0.5123,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV70837086BD-29267B,Diana,Amy,316,t-11105570_316_9sec.wav,1200,1986.207,3.1095,2.3052,WT,1,2
1952,Spectrogram 1,1,20230527_200000.WAV,7083,7086,0,15000,t-11105570,Woodhouse's Toad,0.5123,20230527_200000.BirdNET.selection.table.txt,BD-29267B,3,20230527_200000.WAV70837086BD-29267B,Diana,Amy,316,t-11105570_316_9sec.wav,1092.2,2100.3,6.6734,2.187,WT,1,3
2629,Spectrogram 1,1,20230524_200000.WAV,8343,8346,0,15000,t-11105570,Woodhouse's Toad,0.502,20230524_200000.BirdNET.selection.table.txt,BD-29267B,3,20230524_200000.WAV83438346BD-29267B,Ethan,Rohit,317,t-11105570_317_9sec.wav,1165.4,2042.8,1.7686,1.7339,WT,1,1
2629,Spectrogram 1,1,20230524_200000.WAV,8343,8346,0,15000,t-11105570,Woodhouse's Toad,0.502,20230524_200000.BirdNET.selection.table.txt,BD-29267B,3,20230524_200000.WAV83438346BD-29267B,Ethan,Rohit,317,t-11105570_317_9sec.wav,1126.8,1990.6,3.6417,2.4978,WT,1,2
1587,Spectrogram 1,1,20230524_200000.WAV,5562,5565,0,15000,t-11105570,Woodhouse's Toad,0.652,20230524_200000.BirdNET.selection.table.txt,BD-29267B,4,20230524_200000.WAV55625565BD-29267B,Amy,Camille,318,t-11105570_318_9sec.wav,1095.4,2021,3.8126,1.6292,WT,1,1
1587,Spectrogram 1,1,20230524_200000.WAV,5562,5565,0,15000,t-11105570,Woodhouse's Toad,0.652,20230524_200000.BirdNET.selection.table.txt,BD-29267B,4,20230524_200000.WAV55625565BD-29267B,Amy,Camille,318,t-11105570_318_9sec.wav,961.2,1860.5,6.8801,1.9609,WT,1,2
959,Spectrogram 1,1,20230523_200000.WAV,5472,5475,0,15000,t-11105570,Woodhouse's Toad,0.7834,20230523_200000.BirdNET.selection.table.txt,BD-29267B,4,20230523_200000.WAV54725475BD-29267B,Ann,Diana,319,t-11105570_319_9sec.wav,930.7,2316.8,0.3561,2.5343,WT,1,1
4225,Spectrogram 1,1,20230522_200000.WAV,10161,10164,0,15000,t-11105570,Woodhouse's Toad,0.129,20230522_200000.BirdNET.selection.table.txt,BD-29267A,1,20230522_200000.WAV1016110164BD-29267A,Ann,Rohit,31,t-11105570_31_9sec.wav,863.8,1859.2,3.6576,2.8725,WT,1,1
2445,Spectrogram 1,1,20230524_200000.WAV,7800,7803,0,15000,t-11105570,Woodhouse's Toad,0.7373,20230524_200000.BirdNET.selection.table.txt,BD-29267B,4,20230524_200000.WAV78007803BD-29267B,Rohit,Diana,320,t-11105570_320_9sec.wav,988.558,1977.117,3.5501,2.9806,WT,1,1
165,Spectrogram 1,1,20230523_200000.WAV,2412,2415,0,15000,t-11105570,Woodhouse's Toad,0.7679,20230523_200000.BirdNET.selection.table.txt,BD-29267B,4,20230523_200000.WAV24122415BD-29267B,Camille,Ann,321,t-11105570_321_9sec.wav,851.5,2297,4.1543,1.6487,WT,1,1
2238,Spectrogram 1,1,20230525_200000.WAV,12018,12021,0,15000,t-11105570,Woodhouse's Toad,0.728,20230525_200000.BirdNET.selection.table.txt,BD-29267B,4,20230525_200000.WAV1201812021BD-29267B,Diana,Ann,322,t-11105570_322_9sec.wav,993.103,1944.828,5.5797,1.9594,WT,1,1
503,Spectrogram 1,1,20230524_200000.WAV,2607,2610,0,15000,t-11105570,Woodhouse's Toad,0.7893,20230524_200000.BirdNET.selection.table.txt,BD-29267B,4,20230524_200000.WAV26072610BD-29267B,Ethan,Camille,323,t-11105570_323_9sec.wav,1178.3,1953.5,2.8866,2.3364,WT,1,1
3974,Spectrogram 1,1,20230524_200000.WAV,13647,13650,0,15000,t-11105570,Woodhouse's Toad,0.7238,20230524_200000.BirdNET.selection.table.txt,BD-29267B,4,20230524_200000.WAV1364713650BD-29267B,Amy,Diana,324,t-11105570_324_9sec.wav,1153.318,1867.277,1.3763,2.1064,WT,1,1
3974,Spectrogram 1,1,20230524_200000.WAV,13647,13650,0,15000,t-11105570,Woodhouse's Toad,0.7238,20230524_200000.BirdNET.selection.table.txt,BD-29267B,4,20230524_200000.WAV1364713650BD-29267B,Amy,Diana,324,t-11105570_324_9sec.wav,1126.2,2082.8,5.6362,1.6449,WT,1,2
477,Spectrogram 1,1,20230524_000000.WAV,1551,1554,0,15000,t-11105570,Woodhouse's Toad,0.6308,20230524_000000.BirdNET.selection.table.txt,BD-29267B,4,20230524_000000.WAV15511554BD-29267B,Ann,Ethan,325,t-11105570_325_9sec.wav,847.3,2005.8,1.6956,2.4749,WT,1,1
1976,Spectrogram 1,1,20230523_200000.WAV,8343,8346,0,15000,t-11105570,Woodhouse's Toad,0.6542,20230523_200000.BirdNET.selection.table.txt,BD-29267B,4,20230523_200000.WAV83438346BD-29267B,Rohit,Amy,326,t-11105570_326_9sec.wav,872.7,2230.3,0.053,2.9037,WT,1,1
2032,Spectrogram 1,1,20230523_200000.WAV,8427,8430,0,15000,t-11105570,Woodhouse's Toad,0.7712,20230523_200000.BirdNET.selection.table.txt,BD-29267B,4,20230523_200000.WAV84278430BD-29267B,Ethan,Diana,329,t-11105570_329_9sec.wav,1204.7,1938,1.0341,1.8468,WT,1,1
2032,Spectrogram 1,1,20230523_200000.WAV,8427,8430,0,15000,t-11105570,Woodhouse's Toad,0.7712,20230523_200000.BirdNET.selection.table.txt,BD-29267B,4,20230523_200000.WAV84278430BD-29267B,Ethan,Diana,329,t-11105570_329_9sec.wav,1152.3,2029.7,3.8899,1.3871,WT,1,2
2032,Spectrogram 1,1,20230523_200000.WAV,8427,8430,0,15000,t-11105570,Woodhouse's Toad,0.7712,20230523_200000.BirdNET.selection.table.txt,BD-29267B,4,20230523_200000.WAV84278430BD-29267B,Ethan,Diana,329,t-11105570_329_9sec.wav,1153.318,1949.657,7.2924,1.6901,WT,1,3
977,Spectrogram 1,1,20230527_200000.WAV,3351,3354,0,15000,t-11105570,Woodhouse's Toad,0.1875,20230527_200000.BirdNET.selection.table.txt,BD-29267A,1,20230527_200000.WAV33513354BD-29267A,Rohit,Ann,32,t-11105570_32_9sec.wav,969.7,1963.6,5.3765,2.3573,WT,1,2
282,Spectrogram 1,1,20230527_200000.WAV,1968,1971,0,15000,t-11105570,Woodhouse's Toad,0.7588,20230527_200000.BirdNET.selection.table.txt,BD-29267B,4,20230527_200000.WAV19681971BD-29267B,Amy,Rohit,330,t-11105570_330_9sec.wav,1126.2,1943.9,0.0608,1.4412,WT,1,1
282,Spectrogram 1,1,20230527_200000.WAV,1968,1971,0,15000,t-11105570,Woodhouse's Toad,0.7588,20230527_200000.BirdNET.selection.table.txt,BD-29267B,4,20230527_200000.WAV19681971BD-29267B,Amy,Rohit,330,t-11105570_330_9sec.wav,1079.9,2067.3,1.8781,1.4256,WT,1,2
282,Spectrogram 1,1,20230527_200000.WAV,1968,1971,0,15000,t-11105570,Woodhouse's Toad,0.7588,20230527_200000.BirdNET.selection.table.txt,BD-29267B,4,20230527_200000.WAV19681971BD-29267B,Amy,Rohit,330,t-11105570_330_9sec.wav,1110.8,2005.6,4.0556,1.9426,WT,1,3
282,Spectrogram 1,1,20230527_200000.WAV,1968,1971,0,15000,t-11105570,Woodhouse's Toad,0.7588,20230527_200000.BirdNET.selection.table.txt,BD-29267B,4,20230527_200000.WAV19681971BD-29267B,Amy,Rohit,330,t-11105570_330_9sec.wav,1018.2,2067.3,7.7841,1.1436,WT,1,4
475,Spectrogram 1,1,20230524_000000.WAV,1545,1548,0,15000,t-11105570,Woodhouse's Toad,0.7899,20230524_000000.BirdNET.selection.table.txt,BD-29267B,4,20230524_000000.WAV15451548BD-29267B,Ann,Rohit,331,t-11105570_331_9sec.wav,1108,2084.5,1.2926,2.4198,WT,1,1
475,Spectrogram 1,1,20230524_000000.WAV,1545,1548,0,15000,t-11105570,Woodhouse's Toad,0.7899,20230524_000000.BirdNET.selection.table.txt,BD-29267B,4,20230524_000000.WAV15451548BD-29267B,Ann,Rohit,331,t-11105570_331_9sec.wav,772.3,2237.6,7.5682,1.319,WT,1,2
281,Spectrogram 1,1,20230527_200000.WAV,1965,1968,0,15000,t-11105570,Woodhouse's Toad,0.678,20230527_200000.BirdNET.selection.table.txt,BD-29267B,4,20230527_200000.WAV19651968BD-29267B,Camille,Diana,333,t-11105570_333_9sec.wav,1125.858,1867.277,0.199,1.1656,WT,1,1
281,Spectrogram 1,1,20230527_200000.WAV,1965,1968,0,15000,t-11105570,Woodhouse's Toad,0.678,20230527_200000.BirdNET.selection.table.txt,BD-29267B,4,20230527_200000.WAV19651968BD-29267B,Camille,Diana,333,t-11105570_333_9sec.wav,1180.778,1839.817,2.88,1.4237,WT,1,2
281,Spectrogram 1,1,20230527_200000.WAV,1965,1968,0,15000,t-11105570,Woodhouse's Toad,0.678,20230527_200000.BirdNET.selection.table.txt,BD-29267B,4,20230527_200000.WAV19651968BD-29267B,Camille,Diana,333,t-11105570_333_9sec.wav,1070.938,2032.037,4.9281,1.3404,WT,1,3
281,Spectrogram 1,1,20230527_200000.WAV,1965,1968,0,15000,t-11105570,Woodhouse's Toad,0.678,20230527_200000.BirdNET.selection.table.txt,BD-29267B,4,20230527_200000.WAV19651968BD-29267B,Camille,Diana,333,t-11105570_333_9sec.wav,1153.318,1894.737,7.1178,1.6734,WT,1,4
420,Spectrogram 1,1,20230523_200000.WAV,3477,3480,0,15000,t-11105570,Woodhouse's Toad,0.7499,20230523_200000.BirdNET.selection.table.txt,BD-29267B,4,20230523_200000.WAV34773480BD-29267B,Diana,Ann,334,t-11105570_334_9sec.wav,973.5,2324.5,2.6519,1.9219,WT,1,1
438,Spectrogram 1,1,20230523_200000.WAV,3555,3558,0,15000,t-11105570,Woodhouse's Toad,0.7085,20230523_200000.BirdNET.selection.table.txt,BD-29267B,4,20230523_200000.WAV35553558BD-29267B,Ethan,Amy,335,t-11105570_335_9sec.wav,1155.2,2142.3,3.5341,2.1107,WT,1,1
2301,Spectrogram 1,1,20230522_200000.WAV,10176,10179,0,15000,t-11105570,Woodhouse's Toad,0.7541,20230522_200000.BirdNET.selection.table.txt,BD-29267B,4,20230522_200000.WAV1017610179BD-29267B,Amy,Camille,336,t-11105570_336_9sec.wav,952.8,2085.4,3.8529,2.7415,WT,1,1
814,Spectrogram 1,1,20230523_200000.WAV,5103,5106,0,15000,t-11105570,Woodhouse's Toad,0.7302,20230523_200000.BirdNET.selection.table.txt,BD-29267B,4,20230523_200000.WAV51035106BD-29267B,Ann,Ethan,337,t-11105570_337_9sec.wav,970.3,2396,1.9127,1.9313,WT,1,2
814,Spectrogram 1,1,20230523_200000.WAV,5103,5106,0,15000,t-11105570,Woodhouse's Toad,0.7302,20230523_200000.BirdNET.selection.table.txt,BD-29267B,4,20230523_200000.WAV51035106BD-29267B,Ann,Ethan,337,t-11105570_337_9sec.wav,990.1,1960.4,4.5716,1.6204,WT,1,3
968,Spectrogram 1,1,20230525_200000.WAV,5250,5253,0,15000,t-11105570,Woodhouse's Toad,0.7625,20230525_200000.BirdNET.selection.table.txt,BD-29267B,4,20230525_200000.WAV52505253BD-29267B,Rohit,Camille,338,t-11105570_338_9sec.wav,1116.3,1922.5,0.365,1.7523,WT,1,1
1152,Spectrogram 1,1,20230524_200000.WAV,4359,4362,0,15000,t-11105570,Woodhouse's Toad,0.7346,20230524_200000.BirdNET.selection.table.txt,BD-29267B,4,20230524_200000.WAV43594362BD-29267B,Camille,Amy,339,t-11105570_339_9sec.wav,1071.2,1974.3,1.1206,2.1616,WT,1,1
1152,Spectrogram 1,1,20230524_200000.WAV,4359,4362,0,15000,t-11105570,Woodhouse's Toad,0.7346,20230524_200000.BirdNET.selection.table.txt,BD-29267B,4,20230524_200000.WAV43594362BD-29267B,Camille,Amy,339,t-11105570_339_9sec.wav,1113.2,2037.3,3.689,1.831,WT,1,2
2921,Spectrogram 1,1,20230520_200000.WAV,12228,12231,0,15000,t-11105570,Woodhouse's Toad,0.1859,20230520_200000.BirdNET.selection.table.txt,BD-29267A,1,20230520_200000.WAV1222812231BD-29267A,Camille,Rohit,33,t-11105570_33_9sec.wav,1164.3,2065.7,5.1489,2.8881,WT,1,1
1972,Spectrogram 1,1,20230522_200000.WAV,9189,9192,0,15000,t-11105570,Woodhouse's Toad,0.6309,20230522_200000.BirdNET.selection.table.txt,BD-29267B,4,20230522_200000.WAV91899192BD-29267B,Diana,Amy,340,t-11105570_340_9sec.wav,1155.2,1869.3,2.908,1.8056,WT,1,1
946,Spectrogram 1,1,20230527_200000.WAV,4167,4170,0,15000,t-11105570,Woodhouse's Toad,0.6652,20230527_200000.BirdNET.selection.table.txt,BD-29267B,4,20230527_200000.WAV41674170BD-29267B,Ethan,Rohit,341,t-11105570_341_9sec.wav,1021.4,1977.3,2.4247,1.8548,WT,1,2
4019,Spectrogram 1,1,20230524_200000.WAV,13746,13749,0,15000,t-11105570,Woodhouse's Toad,0.7568,20230524_200000.BirdNET.selection.table.txt,BD-29267B,4,20230524_200000.WAV1374613749BD-29267B,Ann,Camille,343,t-11105570_343_9sec.wav,712.9,2198,0.918,1.8748,WT,1,1
